title,job_type,salary,skills,address,company_name,company_description
"Java Core Developer (MySQL,Linux)",FULL_TIME,You'll love it,"Java, MySQL, Linux","TNR Building, 54A Nguyen Chi Thanh, Lang Thuong, Dong Da, Ha Noi",Gigatum Vietnam JSC,Gigatum VN là công ty công nghệ hàng đầu về thương mại trên điện thoại đi động với ứng dụng Clingme
"Senior Web Dev (OOP, MySQL,UI UX)",FULL_TIME,You'll love it,"MySQL, OOP, UI-UX","TNR Building, 54A Nguyen Chi Thanh, Lang Thuong, Dong Da, Ha Noi",Gigatum Vietnam JSC,Gigatum VN là công ty công nghệ hàng đầu về thương mại trên điện thoại đi động với ứng dụng Clingme
"System Admin (MySQL,Linux)",FULL_TIME,You'll love it,"System Admin, MySQL, Linux","TNR Building, 54A Nguyen Chi Thanh, Lang Thuong, Dong Da, Ha Noi",Gigatum Vietnam JSC,Gigatum VN là công ty công nghệ hàng đầu về thương mại trên điện thoại đi động với ứng dụng Clingme
"System Engineer (Linux, Networking)",FULL_TIME,"800 - 1,300 USD","System Engineer, Linux, Networking","Vinaconex 9 Tower, Pham Hung, Nam Tu Liem, Ha Noi",CASTIS Corp,CASTIS Corp has been sharing remarkable development & history of Korean digital broadcast service
French Project Manager/ Business Analyst,FULL_TIME,You'll love it,"Project Manager, Product Manager, Business Analyst","1  Bach Dang, Tan Binh, Ho Chi Minh",Sutrix Solutions,An international software development company specializing in Web Application and Mobile Apps
Junior QA Automation Engineer,FULL_TIME,You'll love it,"Python, Linux, QA QC","431 Hoàng Văn Thụ, Phường 4, Tân Bình, Hồ Chí Minh, Vietnam, Tan Binh, Ho Chi Minh",Deliveree On-Demand Logistics,"At Deliveree, we disrupt the logistics industry with technologies."
"Backend Developer (NodeJS, Devops)",FULL_TIME,"700 - 2,000 USD","NodeJS, JavaScript, DevOps","Tầng 5 nhà 90 ngõ 203 Hoàng Quốc Việt, Cau Giay, Ha Noi",LISOD,LISOD
2 Senior Android Developer (Java/Kotlin),FULL_TIME,You'll love it,"Android, Java, Kotlin","Tầng 7, VinMec International Clinic, Times City, Hai Ba Trung, Ha Noi",VINBRAIN,VinBrain
"Frontend dev (ReactJS, Angular, VueJS)",FULL_TIME,"700 - 1,500 USD","ReactJS, Angular, VueJS","Tầng 5 nhà 90 ngõ 203 Hoàng Quốc Việt, Cau Giay, Ha Noi",LISOD,LISOD
IT Business Architect (Risk Domain),FULL_TIME,You'll love it,"Business Analyst, Agile, English","89 Lang Ha, Dong Da, Ha Noi",VPBank,"It's not only a job, it's also a career"
02 QA/QC Engineers (Manual Tester),FULL_TIME,You'll love it,"QA QC, Tester","431 Hoàng Văn Thụ, Phường 4, Tân Bình, Hồ Chí Minh, Vietnam, Tan Binh, Ho Chi Minh",Deliveree On-Demand Logistics,"At Deliveree, we disrupt the logistics industry with technologies."
Full stack Java Developer (JavaScript),FULL_TIME,"1,000 - 2,000 USD","AngularJS, JavaScript, ReactJS","3 Quốc Hương, District 2, Ho Chi Minh",Kootoro Việt Nam,Đổi mới nền tảng kỹ thuật số thay thế cho tiền mặt để làm phong phú thêm trải  nghiệm của người dùng
QC/ Test Leader - Up to $1500,FULL_TIME,Up to $1500,"SQL, Tester, QA QC"," 2A floor, Hong Kong Tower, 243A De La Thanh, Lang Thuong, Dong Da, Hanoi, Viet Nam , Dong Da, Ha Noi",DAC Data Science Vietnam,Leading company in big data and AI
10 Developers (Java/ C# .NET/ Python...),FULL_TIME,Đến 25 triệu vnđ,"Java, Python, C#","106  Hoang Quoc Viet, Nghia Do, Cau Giay, Ha Noi",Usol Vietnam,Tạo cơ hội phát triển cho nguồn nhân lực trẻ tài năng của Việt Nam
Backend Developer (Golang/NodeJS),FULL_TIME,Great salary package,"Golang, NodeJS, .NET","29 Đường Tân Thuận (Tòa nhà FPT Tân Thuận), District 7, Ho Chi Minh",Sendo.vn,Công ty Cổ phần Công nghệ Sen Đỏ - Đơn vị sở hữu sàn TMĐT hàng đầu Việt Nam
Junior Web ASP.NET MVC Developer,FULL_TIME,500 - 600 USD,"ASP.NET, C#, MVC","614 -616-618 đường 3/2 P14, Q10, District 10, Ho Chi Minh",Cty TNHH TM và DV Tin Học Phần Mềm Vàng,Giải pháp quản lý ngành vàng bạc đá quý
"Business Analyst (WordPress, Magento)",FULL_TIME,"1,000 - 1,500 USD","Business Analyst, Wordpress, Magento","E56 Đường Số 1, Khu dân cư Phước Kiển A, Nha Be, Ho Chi Minh", Coffeemug,"A dynamic, highly experienced team of Website Designers & Developers"
"Senior devs (ReactJS, NodeJS)",FULL_TIME,You'll love it,"ReactJS, NodeJS, AWS","Etown 2, 364 Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh, Vietnam, Tan Binh, Ho Chi Minh",Template.net,"A global platform for templates, graphic designs  & documents with over 100 Million users worldwide."
System Admin (Linux),FULL_TIME,You'll love it,"System Admin, Linux, DevOps","81 Quang Trung - Vietnam News Agency Building, Hai Chau, Da Nang",CodeComplete Viet Nam,CodeComplete Vietnam
06 Production Application Engineers,FULL_TIME,"700 - 2,000 USD","Embedded, C++, C language","KCN Tràng Duệ, huyện An Dương, thuộc Khu kinh tế Đình Vũ – Cát Hải, TP. Hải Phòng, Not Available, Others",LG Development Center Vietnam,LG Vehicle Component Solutions Development Center Vietnam
Developer / Senior Developer (Angular),FULL_TIME,"850 - 1,700 USD","Angular, SQL, NodeJS","Ho Chi Minh, Not Available, Ho Chi Minh",S3 Innovate Pte. Ltd.,"Smart, Secure, Sustainable"
Unity Developer (C#),FULL_TIME,"Up to $2,000","Unity, C#, English","224A-224B  Dien Bien Phu, Ward 7, District 3, Ho Chi Minh",Vitalify Asia,Develop cool products (web/mobile) & AI data science.
Junior Database Administrator (Oracle),FULL_TIME,You'll love it,"Database, Oracle","364  Cong Hoa, Tan Binh, Ho Chi Minh",Codix,You would like to join a highly motivated team in a first class environment?
02 Mid- Level Java Developers,FULL_TIME,"500 - 1,200 USD","Java, AngularJS, JavaScript","11 Thai Ha, Dong Da, Ha Noi", Eastgate Software,"Eastgate Software, a Global Fortune 500 Strategic Partner"
"02 Mid .NET Core Dev (C#, MySQL)",FULL_TIME,"500 - 1,200 USD",".NET, C#, ASP.NET","11 Thai Ha, Dong Da, Ha Noi", Eastgate Software,"Eastgate Software, a Global Fortune 500 Strategic Partner"
UI-UX Designer (Web),FULL_TIME,Up to $800,"Designer, HTML5, UI-UX","136 Hồ Tùng Mậu, toà R3 Goldmark City, Cau Giay, Ha Noi",Công nghệ KT,Breakthrough solution for your print services store
C++/C# Development Manager,FULL_TIME,"2,000 - 3,000 USD","C++, C#, Manager","Diamond Flower building, 48 Le Van Luong, Nhan Chinh, Thanh Xuan, Ha Noi",TIBCO Orchestra Networks Vietnam,"Global leader in Integration, API Management and Analytics  "
03 Frontend Engineer (Angular 2+),FULL_TIME,Up to $1300,"AngularJS, HTML5, CSS","62 Tran Quang Khai, Tan Dinh Ward, District 1, Ho Chi Minh", Go Game Vietnam Limited Liability Company,"If you love games, why not work at goGame?"
"Technical QA Engineer (Java, Python)",FULL_TIME,"1,000 - 2,000 USD","QA QC, Python, Java","Diamond Flower building, 48 Le Van Luong, Nhan Chinh, Thanh Xuan, Ha Noi",TIBCO Orchestra Networks Vietnam,"Global leader in Integration, API Management and Analytics  "
"DevOps Engineer (English, C++)",FULL_TIME,"1,000 - 2,000 USD","DevOps, C++, English","Diamond Flower building, 48 Le Van Luong, Nhan Chinh, Thanh Xuan, Ha Noi",TIBCO Orchestra Networks Vietnam,"Global leader in Integration, API Management and Analytics  "
Technical Support Engineer -Java English,FULL_TIME,Very attractive,"Java, English, J2EE","Diamond Flower building, 48 Le Van Luong, Nhan Chinh, Thanh Xuan, Ha Noi",TIBCO Orchestra Networks Vietnam,"Global leader in Integration, API Management and Analytics  "
.NET Azure Developer (Urgent),FULL_TIME,Attractive salary,".NET, C#, DevOps","eTown 5 Building, 364 Cong Hoa, Tan Binh, Ho Chi Minh",DXC Vietnam,Join our global talent team to deliver Next-Gen Technologies & Solutions
QA Automation Engineer,FULL_TIME,You'll love it,"QA QC, English, Tester","11 Doan Van Bo, District 4, Ho Chi Minh",AXON,AXON
Ruby on Rails Devs (JavaScript/MySQL),FULL_TIME,"700 - 1,700 USD","Ruby on Rails, MySQL, JavaScript","139 Pasteur, District 3, Ho Chi Minh",DiCentral,A leading company in offering and consulting business management solution
Software Tester,FULL_TIME,You'll love it,"Tester, QA QC","Floor 11th, Diamond Flower Tower, 48 Le Van Luong, Nhan Chinh, Thanh Xuan , Hanoi, Cau Giay, Ha Noi",Wisewires,Wisewires
Senior&Lead for Java/Apache/Mysql/PHP,FULL_TIME,"1,200 - 2,600 USD","Java, JavaScript, PHP","39 Le Thach Street, District 4, Ho Chi Minh",Wonderlabs,Work with the leading technology company from Singapore!
"Wordpress Developer (PHP, MySQL)",FULL_TIME,You'll love it,"Wordpress, MySQL, PHP","P506, Talico Builiding, Số 22 Hồ Giám, Dong Da, Ha Noi",Code Tot Jsc,CHUYÊN GIA VỀ WEBSITE CHẤT – ĐẸP
"Junior Frontend Developer (HTML, CSS)",FULL_TIME,You'll love it,"HTML5, CSS, Java","Room 602 - 106 Ton Duc Thang Street, Dong Da, Ha Noi",Delist Vietnam JSC,Expand Your Business Worlwide
"Software Developer(PHP,MySQL,JavaScript)",FULL_TIME,You'll love it,"PHP, SQL, JavaScript","12 Tạ Uyên, Phường 15, District 5, Ho Chi Minh",Cơ Khí Trường Vinh,Cơ Khí Trường Vinh
"Frontend VueJS Dev (JavaScript, HTML)",FULL_TIME,You'll love it,"VueJS, HTML5, JavaScript","Tầng 13 - Tòa nhà ZEN TOWER, Số 12 đường Khuất Duy Tiến, Phường Thanh Xuân Trung, Thanh Xuan, Ha Noi",HighCommerce LLC,Go Far. Go Fast. Together.
"Backend NodeJS Dev (MySQL, JavaScript)",FULL_TIME,You'll love it,"NodeJS, MySQL, JavaScript","Tầng 13 - Tòa nhà ZEN TOWER, Số 12 đường Khuất Duy Tiến, Phường Thanh Xuân Trung, Thanh Xuan, Ha Noi",HighCommerce LLC,Go Far. Go Fast. Together.
Sr/Mid Java Dev (Spring) up to 2000$,FULL_TIME,You'll love it,"Java, MySQL, Spring","MB Bank 63 Lê Văn Lương, HN , Cau Giay, Ha Noi",ATI JSC,Sáng tạo với giải pháp đột phá
Game Developer (Unity)- Up to 1000$,FULL_TIME,Up to 1000$,"Unity, Games","Tầng 4, toà nhà C'Land, 81 Lê Đức Thọ, Mỹ Đình 2, Nam Tu Liem, Ha Noi",Mobione,Công ty TNHH Công Nghệ Và Dịch Vụ Viễn Thông Mobione
Business Analyst (Agile),FULL_TIME,You'll love it,"Business Analyst, Agile, English"," ANNA Building, Quang Trung Software City,, District 12, Ho Chi Minh",BBV Vietnam,"BBV Vietnam stands for top quality in consulting, first class software engineering"
"Junior Backend Dev (PHP, JavaScript)",FULL_TIME,You'll love it,"PHP, JavaScript, Laravel","111 Ly Chinh Thang, District 3, Ho Chi Minh",Macromill South East Asia Việt Nam,Vinaresearch - Top online research in Vietnam
"BackEnd Developer (Java,Spring,Oracle)",FULL_TIME,Thoả thuận !,"Java, SQL, Spring","Số 31 đường số 4 KDC Vạn Phúc City, phường Hiệp Bình Phước, Thu Duc, Ho Chi Minh",WOWCNS VIETNAM,"WOWCNS Vietnam CO., LTD"
Senior Frontend Developer (Angular),FULL_TIME,Up to $2.500,"Angular, HTML5","Tầng 6, Toà nhà PJICO Tower, 186 Điện Biên Phủ, District 3, Ho Chi Minh",Contemi Vietnam,Contemi is a fast-growing brand providing IT system solutions to insurers in Asia and Scandinavia
"Automation QA/QC/Tester (Java, Selenium)",FULL_TIME,You'll love it,"QA QC, Java, Tester","40 Lam Son Street, Ward 2, Tan Binh, Ho Chi Minh",Titan Technology Corporation,Titan Technology Corporation
"02 Senior Java Developers (Spring, SQL)",FULL_TIME,$1300 - $1600 (gross),"Java, SQL, Spring","Tầng 16, Tòa Nhà TNR, 180-192 Nguyễn Công Trứ, Phường Nguyễn Thái Bình, District 1, Ho Chi Minh",Công ty Cổ phần TC Advisors,TCA là tổ chức đầu tiên làm tổng đại lý cho hệ thống các công ty bảo hiểm nhân thọ nổi tiếng
"03 .NET Dev (C#, MVC, Oracle)",FULL_TIME,You'll love it,".NET, C#, MVC","126 Doi Can, Ba Dinh, Ha Noi",Bảo hiểm VietinBank (VBI),Tổng Công Ty Bảo Hiểm Ngân Hàng TMCP Công Thương Việt Nam (VBI)
Technical Manager (.NET/ MVC.NET Core),FULL_TIME,"2,500 - 3,900 USD",".NET, MVC, SQL","Level 16 & 20 AB Tower, 76A Le Lai Street, Ben Thanh ward, District 1, Ho Chi Minh",ASWHITE VIETNAM,"ASW Global - Australian-based company with offices across Vietnam, the Philippines and Malaysia."
"Java Developer (Database, Java EE)",FULL_TIME,You'll love it,"Java, Database, J2EE","229 Tây Sơn, Dong Da, Ha Noi",MIC,Tổng công ty Cổ phần Bảo hiểm Quân đội
"Fullstack Dev (JavaScript, PHP, MySQL)",FULL_TIME,Attractive,"JavaScript, MySQL, PHP","Tòa nhà WASECO, Số 10 Phổ Quang, Phường 2, Tan Binh, Ho Chi Minh",Gulf Brokers Platinum,Gulf Brokers Platinum
"Wordpress Developer (PHP, MySQL)",FULL_TIME,You'll love it,"Wordpress, MySQL, PHP","Tầng 6 Fimexco, 231-233 Lê Thánh Tôn, P. Bến Thành, District 1, Ho Chi Minh",Skywarrior Studios,Skywarrior Studios
"Web Dev (Ruby on Rails, JavaScript, SQL)",FULL_TIME,"Above 1,000 usd","Ruby on Rails, SQL, JavaScript","Tầng 4, Phu My Hung Tower, 101 Tôn Dật Tiên, District 7, Ho Chi Minh",Align Technology Vietnam,Align Technology
"Web Developer (PHP, Wordpress, Joomla)",FULL_TIME,You'll love it,"PHP, Wordpress","P33.18 - C2 Vinhomes D’Capitale - 119 Trần Duy Hưng, Cau Giay, Ha Noi",Y Dược Hoa Việt,Y Dược Hoa Việt - Tinh hoa của đất Việt.
"Web Developer (C#, .NET, SQL)",FULL_TIME,15tr - 20tr,"C#, SQL, .NET","Tầng 8, Tòa nhà BETAVIET, Số 9A, Đường Thanh Liệt, Thanh Xuan, Ha Noi",Betaviet,.
SAP Consultant,FULL_TIME,"1,000 - 2,000 USD","SAP, SQL","Tầng 18, tầng 19, Tháp C, Tòa Central Point, 219 Trung Kính, Cau Giay, Ha Noi",VNEXT SOFTWARE,Công ty tư vấn phát triển phần mềm cho đối tác chủ yếu là Nhật Bản
Business Intelligence Specialist,FULL_TIME,You'll love it,"Database, Agile, Scala","191 Bà Triệu, Hai Ba Trung, Ha Noi",Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam
Senior Data Scientist,FULL_TIME,You'll love it,"Java, Python, C language","191 Bà Triệu, Hai Ba Trung, Ha Noi",Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam
Senior Data Engineer,FULL_TIME,You'll love it,"Database, Agile, SQL","191 Bà Triệu, Hai Ba Trung, Ha Noi",Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam
"JavaScript Dev (React, VueJS, NodeJS)",FULL_TIME,Up to 30mil vnd,"JavaScript, SQL, NodeJS","162 HSC Building, 162B Dien Bien Phu Street, Ward 6 , District 3, Ho Chi Minh",Rem Corp Vietnam,"Make the ideal realized through WEB,  enrich people's lives"
"Developer ( .NET, C# )",FULL_TIME,You'll love it,".NET, C#","Lầu 08, tòa nhà Master Building, 41 – 43 Trần Cao Vân, phường 06, District 3, Ho Chi Minh",YUBWIN,CÔNG TY CỔ PHẦN YUBWIN
"Developer ( JavaScript, iOS, Android )",FULL_TIME,You'll love it,"JavaScript, Android, iOS","Room 602, 6Fl., Indochina Plaza Hanoi, 241 Xuan Thuy Str., Dich Vong Hau Ward, Cau Giay, Ha Noi",KIRARA SUPPORT,"Kirara Support Vietnam Co.,Ltd"
Fullstack Dev ( NodeJS / Angular ),FULL_TIME,You'll love it,"NodeJS, ReactJS, Angular","Tháp CEO đường Phạm Hùng, Mễ Trì Hạ, Mễ Trì, Bac Tu Liem, Ha Noi",WIZE-NET,WIZE-NET
".NET Developer ( iOS, Android )",FULL_TIME,You'll love it,".NET, Android, iOS","Room 602, 6Fl., Indochina Plaza Hanoi, 241 Xuan Thuy Str., Dich Vong Hau Ward, Cau Giay, Ha Noi",KIRARA SUPPORT,"Kirara Support Vietnam Co.,Ltd"
Lead Developer ( NodeJS /ReactJS ),FULL_TIME,You'll love it,"NodeJS, ReactJS","Số 48, Đường số 14, Khu dân cư Him Lam, Phường Tân Hưng, District 7, Ho Chi Minh",Fonos,Fonos
"Mobile Developer (iOS, Android, Swift)",FULL_TIME,Up to $1500,"iOS, Android, Swift","46 LePARC by Gamuda, Công Viên Yên Sở, Hoang Mai, Ha Noi",Quảng Ích,Công ty Cổ Phần Phần Mềm Quảng Ích
Chuyên viên cao cấp/chính Đổi Mới Số,FULL_TIME,Above 20m vnd,"Blockchain, Project Manager, Business Analyst","57  Lý Thường Kiệt, Hoan Kiem, Ha Noi",Ngân hàng TMCP Tiên Phong | TPBank ,Ngân hàng Thương mại Cổ phần Tiên Phong (gọi tắt là “TPBank”) được thành lập từ ngày 05/05/2008
2 CVC/CVCC Vận Hành Ứng Dụng (Linux/SQL),FULL_TIME,Up to $1000,"Linux, SQL, Oracle","57  Lý Thường Kiệt, Hoan Kiem, Ha Noi",Ngân hàng TMCP Tiên Phong | TPBank ,Ngân hàng Thương mại Cổ phần Tiên Phong (gọi tắt là “TPBank”) được thành lập từ ngày 05/05/2008
Business Analyst (Junior/Senior),FULL_TIME,You'll love it,"Business Analyst, Agile, SQL","3C Pho Quang, Ward 2, Tan Binh District, Ho Chi Minh City, Tan Binh, Ho Chi Minh",xspera APAC,Join xspera APAC today and be part of the digital world of tomorrow!
"[URGENT] PHP Dev (Wordpress, Laravel)",FULL_TIME,"900 - 1,600 USD","Wordpress, PHP, Laravel","415 Phan Xich Long, Phu Nhuan, Ho Chi Minh",Elisoft,A giant international mobile apps developers based in Vietnam
Da Nang Senior Java Developer (Spring),FULL_TIME,You'll love it,"Java, Database, Spring","Tầng 10 tòa nhà Vĩnh Trung Plaza 255-257 Hùng Vương-Phường Vĩnh Trung, Thanh Khe, Da Nang",Công Ty TNHH Enjoyworks,"Công ty Enjoyworks có trụ sở chính tại Hàn Quốc, mở chi nhánh tại Đà Nẵng"
Giảng viên lập trình PHP/Java 1000-1500$,FULL_TIME,"1,000 - 1,500 USD","Java, PHP, Laravel","Số 1 Hoàng Đạo Thúy, phường Nhân Chính, Thanh Xuan, Ha Noi",ITPlus Academy,ITPlus Academy
5 Senior Frontend Developer (JavaScript),FULL_TIME,You'll love it,"JavaScript, HTML5, CSS","C'Land Tower, 156 Xa Dan 2, Dong Da, Ha Noi","Niteco Vietnam Co., Ltd",The Employer of Choice
Senior Software Engineer (Golang/Java),FULL_TIME,"1,000 - 2,000 USD","Golang, Java","3rd Floor, Rivera Park Building, 7/28 Thanh Thai, District 10, Ho Chi Minh",GHN,GHN is now in top 3 last-mile delivery service provider for e-commerce business in Vietnam
"Sr. Java .Net Developer (MVC, Spring)",FULL_TIME,You'll love it,"Java, Oracle, .NET","No. 19-21-23-25, Nguyen Hue Street, District 1, Ho Chi Minh",Ngân Hàng TMCP Sài Gòn (SCB),Ngân Hàng TMCP Sài Gòn (SCB)
"Developer (C#, C++, SQL) - Up to $2000",FULL_TIME,Up to $2000,"SQL, C#, C++","19 Duy Tan, Cau Giay, Ha Noi",Ewoosoft Vietnam,The core values that we pursue to maintain our identity of being The Brilliant Market Changer
Senior PHP,FULL_TIME,"1,000 - 2,000 USD","PHP, Team Leader, AWS","Tầng 6, Tòa Nhà Mitec, KĐT mới Cầu Giấy, Cau Giay, Ha Noi",Beetsoft,"""Be Excellent Together”"
"Frontend Dev (CMS, HTTP, CSS) upto 1500$",FULL_TIME,"700 - 1,500 USD","CSS, AngularJS, JavaScript","Tầng 6, Tòa Nhà Mitec, KĐT mới Cầu Giấy, Cau Giay, Ha Noi",Beetsoft,"""Be Excellent Together”"
Senior Technical Support Engineer,FULL_TIME,You'll love it,"System Admin, System Engineer","20 Nguyen Dang Giai, District 2, Ho Chi Minh",Home Credit Vietnam ,Home Credit Vietnam Finance Company Limited 
Sr. Ruby on Rails Developer (Javascript),FULL_TIME,You'll love it,"Ruby on Rails, MySQL, JavaScript","72 Lê Thánh Tôn, District 1, Ho Chi Minh",NFQ Asia (8bit Rockstars),NFQ Asia is part of the global NFQ Group. We help ambitious fast-moving international startups
Graphic Designer,FULL_TIME,You'll love it,"Designer, English","Level 3, Mekong Tower, 235 Cong Hoa Street, Ward 13, Tan Binh, Ho Chi Minh",Homa Technologies JSC,Homa Technologies JSC
.NET Developers - All level -Up to $1500,FULL_TIME,You'll love it,".NET, Agile, Database","81 Quang Trung - Vietnam News Agency Building, Hai Chau, Da Nang",CodeComplete Viet Nam,CodeComplete Vietnam
UI-UX Designer (HTML5) Up to 1500$,FULL_TIME,Up to 1500$,"UI-UX, HTML5, Designer","Tầng 6 tòa nhà Golden Field Mỹ Đình, 24 Nguyễn Cơ Thạch, Nam Tu Liem, Ha Noi",Foobla Vietnam ,"Foobla là công ty công nghệ: e-commerce, công cụ cung cấp data, insight thị trường"
Senior Android Developer,FULL_TIME,Competitive package,"Android, OOP, iOS","Lotte Tower, 54 Lieu Giai, Ba Dinh, Ha Noi",Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),Let’s Challenge Together! And Update Yourself!
Senior iOS & Android Developer,FULL_TIME,"1,000 - 1,500 USD","iOS, Android","458 Phố Minh Khai, Vinhomes Times City, Vinh Tuy, Hai Ba Trung, Ha Noi",PRINCETON ACADEMY,Fast growing edtech startup that helps Vietnamese kids to talk native English and think critically.
"DevOps (Linux, System Engineer, Admin)",FULL_TIME,"800 - 2,000 USD","DevOps, Linux, System Engineer","Anna Building, Quang Trung Software City, District 12, Ho Chi Minh",DIGI-TEXX VIETNAM,A Leading BPO Company in Vietnam | Transformation Happens Here | Digital Solutions
"Head of TechOps (Digital Bank, Manager)",FULL_TIME,"2,000 - 3,500 USD","Manager, Team Leader, DevOps","Lim Tower 3, 29A Nguyen Dinh Chieu, Dakao, District 1, Ho Chi Minh",The International Fintech,Building technology to revolutionise the Digital Banking with Cloud engineering.
Java Web Developer (Java EE),FULL_TIME,You'll love it,"Java, Database, J2EE","81 Quang Trung - Vietnam News Agency Building, Hai Chau, Da Nang",CodeComplete Viet Nam,CodeComplete Vietnam
Gấp - Java Dev (Spring/J2EE) upto 1500$,FULL_TIME,You'll love it,"Java, J2EE, Spring","Tòa nhà Spring heirs số 9 ngõ 82 dịch vọng hậu, Cau Giay, Ha Noi",REVOTECH ,REVOTECH
"Database Developer (SQL, .NET)",FULL_TIME,You'll love it,"Database, SQL, .NET","182 Lê Đại Hành, District 11, Ho Chi Minh",Titan DMS ,Titan DMS is a leading developer and supplier of cloud based software solutions
Fullstack Developer (ReactJS/NodeJS/PHP),FULL_TIME,"800 - 1,800 USD","ReactJS, NodeJS, PHP","195 Điện Biên Phủ, Binh Thanh, Ho Chi Minh",Applivi,LET’S MAKE SOMETHING THAT MATTERS.
Mid/Sr ReactJS Developer - Upto $1800,FULL_TIME,"1,000 - 1,800 USD","ReactJS, JavaScript, Angular","2 Nguyen The Loc, Ward 12, Tan Binh, Ho Chi Minh",Saigon Technology Solutions,A fast growing software development company in Viet Nam
"DevOps Engineer (Linux, Java)",FULL_TIME,You'll love it,"DevOps, Linux, Java","CÔNG TY CỔ PHẦN TẬP ĐOÀN HƯNG THỊNH, District 3, Ho Chi Minh",Hung Thinh Corporation,TẬP ĐOÀN HƯNG THỊNH 
Mobile Developers (React Native/Java),FULL_TIME,You'll love it,"React Native, Java, Kotlin","248A No Trang Long, Ward 12, Binh Thanh District, HCMC, District 10, Ho Chi Minh",Thuocsi.vn,Our mission is to make it easy for pharmacies to research and order products.
Automation Test Engineer,FULL_TIME,"800 - 2,000 USD","Tester, English, QA QC","FPT Cau Giay Building, Cau Giay, Ha Noi",FPT Software,The leading provider of software outsourcing services in Vietnam
Senior ReactJS Developer (JavaScript),FULL_TIME,"800 - 2,000 USD","ReactJS, HTML5, JavaScript","FPT Cau Giay Building, Cau Giay, Ha Noi",FPT Software,The leading provider of software outsourcing services in Vietnam
"Backend Developers (Java, NodeJS)",FULL_TIME,"800 - 2,000 USD","NodeJS, MySQL, Java","FPT Cau Giay Building, Cau Giay, Ha Noi",FPT Software,The leading provider of software outsourcing services in Vietnam
"Fullstack Developer (.Net,VueJS,ReactJS)",FULL_TIME,You'll love it,".NET, ReactJS, VueJS","7th Floor, TTC Building, 253 Hoang Van Thu Street, Tan Binh, Ho Chi Minh",DEVBLOCK VIETNAM,DevBlock is a software development agency comprised of high experienced engineers & project managers
Senior/ Lead Java Developers (Spring),FULL_TIME,You'll love it,"Java, Spring, Cloud","Floor 13, MB Sunny Tower, 259 Tran Hung Dao, Co Giang ward, District 1, Ho Chi Minh",EPAM,A leading global provider of digital platform engineering and software development services
Backend Developer (Python)- Up to 1500$,FULL_TIME,"600 - 1,500 USD","Python, ERP","Tầng 9, tòa nhà VMT, ngõ 82 Duy Tân, Cau Giay, Ha Noi",IZISOLUTION,IZISolution là đơn vị dẫn đầu trong việc thực thi số hóa tại các doanh nghiệp Việt Nam.
5G Embedded Software Developer,FULL_TIME,You'll love it,"Embedded, C++, C language","121 Le Loi, District 1, Ho Chi Minh",DEK Technologies,An Australian outsourcing design company with experience in all aspects of project life cycle
Software Engineer ( Golang ),FULL_TIME,"1,300 - 2,500 USD","Golang, MySQL, PostgreSql","21Fl, ETown Central Building, 11 Doan Van Bo, District 4, Ho Chi Minh","MONEY FORWARD VIETNAM CO.,LTD",Top Fintech company in Japan
"Python Reporting Engineer (MySQL, Linux)",FULL_TIME,You'll love it,"Python, MySQL, Linux","56 Nguyễn Đình Chiểu, Đa Kao Ward, District 1, Ho Chi Minh",GeoTech,A location company providing custom location solutions to online gaming and broadcasting services
Senior/ Architect Frontend (Angular2+),FULL_TIME,Up to $3000 gross,"Angular, Software Architect, JavaScript"," ANNA Building, Quang Trung Software City,, District 12, Ho Chi Minh",BBV Vietnam,"BBV Vietnam stands for top quality in consulting, first class software engineering"
"5 Senior Frontend (React Native,ReactJS)",FULL_TIME,"1,500 - 3,000 USD","React Native, JavaScript, ReactJS","Lim Tower 3, 29A Nguyen Dinh Chieu, Dakao, District 1, Ho Chi Minh",The International Fintech,Building technology to revolutionise the Digital Banking with Cloud engineering.
Developers/Agribank SM,FULL_TIME,You'll love it,"C++, JavaScript, C language","31F, West Tower, Lotte Center, 54 Lieu Giai, Cong Vi Ward, Ba Dinh, Ha Noi","Lotte Data Communicaton Co., Ltd Vietnam",LOTTE Data Communications Company 
IT Engineering,FULL_TIME,You'll love it,"ASP.NET, .NET","04 Dương Quang Trung, Phường 12, District 10, Ho Chi Minh",Viện Tim Tp. Hồ Chí Minh,Viện Tim Tp. Hồ Chí Minh
"Frontend Dev (JavaScript, HTML, ReactJS)",FULL_TIME,"900 - 2,000 USD","JavaScript, HTML5, ReactJS","Tầng 9, Tòa zodiac, ngõ 19, Phố Duy Tân, Phường Dịch Vọng Hậu, Cau Giay, Ha Noi",Công Nghệ Giáo Dục Thiên Hà Xanh,Công ty chuyên về lịch vực đầu tư và phát triển các dự án công nghệ giáo dục (Edtech & E-learning)
