title,job_type,salary,skills,address,company_name,company_description
"Project Manager (C/C++, Agile)",FULL_TIME,Competitive,"Project Manager, Agile, C++",Delivery authentic values with true dedication and Professionalism,Koh Young Technology Inc,Delivery authentic values with true dedication and Professionalism
"[S/W Team] Software Dev (C#, C++, .NET)",FULL_TIME,You'll love it,"C#, C++, .NET",Delivery authentic values with true dedication and Professionalism,Koh Young Technology Inc,Delivery authentic values with true dedication and Professionalism
Senior Frontend JavaScript/VueJS/ReactJS,FULL_TIME,You'll love it,"JavaScript, English, ReactJS",NFQ Asia is part of the global NFQ Group. We help ambitious fast-moving international startups,NFQ Asia (8bit Rockstars),NFQ Asia is part of the global NFQ Group. We help ambitious fast-moving international startups
"Ruby on Rails Dev (MySQL, JavaScript)",FULL_TIME,Up to $1500,"Ruby on Rails, MySQL, JavaScript",Get excited to create Life Media Platforms from Vietnam to the World ,ZIGExN VeNtura,Get excited to create Life Media Platforms from Vietnam to the World 
Junior Software Developers (Java/.NET),FULL_TIME,Cạnh tranh theo năng lực,"Java, C#, .NET",ISV Vietnam là công ty phát triển phần mềm với 100% vốn đầu tư Nhật Bản,ISV Vietnam,ISV Vietnam là công ty phát triển phần mềm với 100% vốn đầu tư Nhật Bản
"Senior Backend Dev (C#, .NET, Azure)",FULL_TIME,"1,500 - 3,000 USD","C#, Java, .NET",We Build Advanced Blockchain And Cryptocurrency Platforms,Viet Nam Digital Asset Investment Corp,We Build Advanced Blockchain And Cryptocurrency Platforms
"Big Data Engineer (C, C#, C++, Database)",FULL_TIME,20 - 25m,"C#, Database, C++","Bình Anh Là công ty tiên phong nghiên cứu, phát triển & sx thiết bị GPS ứng dụng trong GTVT.",Binh Anh Electronics,"Bình Anh Là công ty tiên phong nghiên cứu, phát triển & sx thiết bị GPS ứng dụng trong GTVT."
"Business Analyst (Agile, QA/QC)",FULL_TIME,You'll love it,"Business Analyst, Agile, QA QC",Business solutions made simple,Live group,Business solutions made simple
"Senior PHP Developer (PHP, MySQL)",FULL_TIME,You'll love it,"PHP, MySQL, JavaScript",SCC Vietnam,SCC Vietnam,SCC Vietnam
QC_ Senior Tester (QA QC),FULL_TIME,You'll love it,"Tester, QA QC",Education for Tomorrow,Calm Island,Education for Tomorrow
DevOps Engineer (AWS/VNG Cloud/CI/CD),FULL_TIME,You'll love it,"DevOps, AWS, Cloud",Education for Tomorrow,Calm Island,Education for Tomorrow
Embedded Engineer (C/C++),FULL_TIME,You'll love it,"Embedded, C++, C language",Công ty Công Nghệ DICOM đã liên tục xây dựng và phát triển trở thành công ty lớn mạnh,DICOM,Công ty Công Nghệ DICOM đã liên tục xây dựng và phát triển trở thành công ty lớn mạnh
Senior QC Engineer (Manual/Automation),FULL_TIME,"1,000 - 2,000 USD","QA QC, Tester",VinID Joint Stock Company - Member of VinGroup,VinID (Member of VinGroup),VinID Joint Stock Company - Member of VinGroup
"Senior Backend Engineer (Python, Django)",FULL_TIME,You'll love it,"Python, Agile, Django",The leading platform for quality control and compliance monitoring,Inspectorio,The leading platform for quality control and compliance monitoring
Senior Front-End Engineer (Angular),FULL_TIME,You'll love it,"JavaScript, ReactJS, Angular",The leading platform for quality control and compliance monitoring,Inspectorio,The leading platform for quality control and compliance monitoring
"Backend Developer (Java, MySQL, NodeJS)",FULL_TIME,800 - 1500 + bonus,"Java, MySQL, NodeJS","Want to grow professionally, make an impact and score a lot of karma points?",Canal Circle,"Want to grow professionally, make an impact and score a lot of karma points?"
"Magento Developer (PHP, MySQL)",FULL_TIME,You'll love it,"Magento, MySQL, PHP",Ola City Vietnam,Ola City Vietnam,Ola City Vietnam
Junior - SQL/PL ORACEL DEV (ERP Soft),FULL_TIME,500 - 600 USD,"ERP, SQL",CÔNG TY CỔ PHẦN TẬP ĐOÀN HOA SEN (HSG),Hoa Sen Group,CÔNG TY CỔ PHẦN TẬP ĐOÀN HOA SEN (HSG)
Solution Architect,FULL_TIME,"2,500 - 3,500 USD","Software Architect, ReactJS, Blockchain",IBL focuses on “integrating blockchain core technologies into services”,Infinity Blockchain Labs (IBL),IBL focuses on “integrating blockchain core technologies into services”
"Jr/Sr PHP Web Dev (HTML5, CSS) ~ $1000",FULL_TIME,Up to $1000,"PHP, HTML5, CSS"," Tower Hanoi hoạt động trong lĩnh vực phát triển phần mềm ứng dụng và game cho Desktop, Mobille",Tower  Hanoi," Tower Hanoi hoạt động trong lĩnh vực phát triển phần mềm ứng dụng và game cho Desktop, Mobille"
"Mobile Apps (Android, iOS, React Native)",FULL_TIME,"800 - 1,500 USD","iOS, Android, React Native",Neos VN là công ty IT 100% vốn Nhật Bản chuyên thiết kế phát triển ứng dụng chạy trên nền smartphone,Neos Việt Nam,Neos VN là công ty IT 100% vốn Nhật Bản chuyên thiết kế phát triển ứng dụng chạy trên nền smartphone
"IT Operations (Help Desk, English)",FULL_TIME,"1,000 - 2,000 USD","Agile, English, IT Support",Signkeys Technology Vietnam - Center of Excellence,SignKeys,Signkeys Technology Vietnam - Center of Excellence
UI/UX Designer (Web & Mobile Apps),FULL_TIME,You'll love it,"UI-UX, HTML5, CSS",Strategizing Your Business,AES Technologies,Strategizing Your Business
"QA Engineer (Automation Tester, Java)",FULL_TIME,"800 - 1,100 USD","QA QC, Java, Tester",Providing continuous data protection software for VMware-based virtual servers.,Nakivo,Providing continuous data protection software for VMware-based virtual servers.
Devops Engineer,FULL_TIME,You'll love it,"DevOps, Python, Linux",ELCA is a leading Swiss Information Technology Services Company,ELCA,ELCA is a leading Swiss Information Technology Services Company
"Cloud Engineer (Oracle, Database)",FULL_TIME,You'll love it,"Cloud, Database, Oracle",ELCA is a leading Swiss Information Technology Services Company,ELCA,ELCA is a leading Swiss Information Technology Services Company
JAVA Tech Lead,FULL_TIME,You'll love it,"Java, Manager",ELCA is a leading Swiss Information Technology Services Company,ELCA,ELCA is a leading Swiss Information Technology Services Company
"Senior DevOps Engineer (Python, Ruby)",FULL_TIME,Up to $2500,"DevOps, Python, Ruby",The leading provider of software outsourcing services in Vietnam,FPT Software,The leading provider of software outsourcing services in Vietnam
"Backend Engineer ( Java, Golang )",FULL_TIME,"1,000 - 2,500 USD","Java, Golang",VinID Joint Stock Company - Member of VinGroup,VinID (Member of VinGroup),VinID Joint Stock Company - Member of VinGroup
"Frontend Dev (JavaScript,ReactJS) ~$2500",FULL_TIME,You'll love it,"ReactJS, CSS, JavaScript",Our mission is to “make everything autonomous” through blockchain technologies.,Autonomous,Our mission is to “make everything autonomous” through blockchain technologies.
Business Analyst (Agile),FULL_TIME,You'll love it,"Business Analyst, Agile",Ola City Vietnam,Ola City Vietnam,Ola City Vietnam
".NET WinForm Developer (C#, SQL)",FULL_TIME,"Up to 1,000 usd",".NET, C#, SQL","Onesystem là đối tác của SAP, triển khai ERP – SAP Business One và phát triển các ứng dụng quản lý.",OneSystem,"Onesystem là đối tác của SAP, triển khai ERP – SAP Business One và phát triển các ứng dụng quản lý."
"Data Engineer (Database,Data warehouses)",FULL_TIME,You'll love it,"Database, SQL, NoSQL",Ứng dụng vàng trong làng tích-đổi điểm!,TAPTAP,Ứng dụng vàng trong làng tích-đổi điểm!
Senior Front-End Developers (ReactJS),FULL_TIME,"1,000 - 1,800 USD","ReactJS, AngularJS, JavaScript","Tech Startup Incubator, Software Development Services, and Salesforce Consulting & Customization",TP&P Technology,"Tech Startup Incubator, Software Development Services, and Salesforce Consulting & Customization"
Business Analyst,FULL_TIME,You'll love it,"Business Analyst, Product Manager",HMS is a young startup of VinGroup,VinHMS,HMS is a young startup of VinGroup
Senior Java Developer (SpringBoot/SQL),FULL_TIME,You'll love it,"Java, SQL, Spring",Home Credit Vietnam Finance Company Limited ,Home Credit Vietnam ,Home Credit Vietnam Finance Company Limited 
"CI/CD Engineer (Python, C++, Tester)",FULL_TIME,Competitive,"Python, C++, Tester",Delivery authentic values with true dedication and Professionalism,Koh Young Technology Inc,Delivery authentic values with true dedication and Professionalism
"Junior .NET Developers (C#, ASP.NET)",FULL_TIME,Thỏa thuận,".NET, C#, ASP.NET",JITS - Cung cấp giải pháp phần mềm cho các ngân hàng và công ty tài chính hàng đầu ở Đông Nam Á,JUST-IN-TIME SOLUTIONS (JITS),JITS - Cung cấp giải pháp phần mềm cho các ngân hàng và công ty tài chính hàng đầu ở Đông Nam Á
Front-end Developer,FULL_TIME,"800 - 1,000 USD","ReactJS, HTML5",Yeah1 Network is the number 1 multi channel network in Aisa.,Yeah1 Network,Yeah1 Network is the number 1 multi channel network in Aisa.
"Dev Operations Application (C#, PHP)",FULL_TIME,"1,300 - 2,000 USD","C#, PHP, DevOps",Citigo là công ty cung cấp giải pháp công nghệ cho doanh nghiệp phổ biến tại Đông Nam Á.,Citigo Software,Citigo là công ty cung cấp giải pháp công nghệ cho doanh nghiệp phổ biến tại Đông Nam Á.
Image Processing Engineer - C/C++/Python,FULL_TIME,Competitive package,"C language, Python, C++",Let’s Challenge Together! And Update Yourself!,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),Let’s Challenge Together! And Update Yourself!
"Senior Automation Tester (Mobile, Web)",FULL_TIME,Attractive salary!,"Tester, Java, QA QC",French IT company providing excellent digital solutions,ekino Vietnam,French IT company providing excellent digital solutions
System Developer (C/C++),FULL_TIME,You'll love it,"C++, Linux, System Engineer",CyberOne Việt Nam, CyberOne Security,CyberOne Việt Nam
"Java Developers (Spring, J2EE)",FULL_TIME,"700 - 1,300 USD","Java, J2EE, Spring",DTS là công ty 100% vốn của Nhật Bản với lĩnh vực hoạt động chính là phát triển phần mềm và BPO.,DTS Software Vietnam,DTS là công ty 100% vốn của Nhật Bản với lĩnh vực hoạt động chính là phát triển phần mềm và BPO.
"Full Stack Developer (.Net, Java, PHP..)",FULL_TIME,You'll love it,"PHP, Python, ASP.NET",ISB Vietnam Company Limited was established in 2003 with 100% investment of ISB Japan Group,IVC (ISB Vietnam),ISB Vietnam Company Limited was established in 2003 with 100% investment of ISB Japan Group
Leader Backend(JavaScript/NodeJS) ~$2000,FULL_TIME,Very competitive ~$2000,"JavaScript, NodeJS, ReactJS","Tư vấn chiến lược, cung cấp phần mềm ngành y",Fitmed,"Tư vấn chiến lược, cung cấp phần mềm ngành y"
"Sr. Frontend Devs (HTML/CSS,Javascript)",FULL_TIME,"Up to $1,500","JavaScript, HTML5, CSS",TECHBASE  VIETNAM,Techbase Vietnam,TECHBASE  VIETNAM
".NET Developer (C#, MVC)",FULL_TIME,"500 - 1,500 USD","ASP.NET, MVC, .NET",Công ty hoạt động trong lĩnh vực cung cấp giải pháp và tích hợp hệ thống thông tin y tế cho Nhật Bản,Ominext,Công ty hoạt động trong lĩnh vực cung cấp giải pháp và tích hợp hệ thống thông tin y tế cho Nhật Bản
JavaScript Developer (Node JS/ React JS),FULL_TIME,You'll love it,"ReactJS, JavaScript, NodeJS",TASTECH là công ty về công nghệ 100% vốn Singapore. ,TASTECH PTE. LTD,TASTECH là công ty về công nghệ 100% vốn Singapore. 
Sr. Fullstack Engineer (NodeJS/ReactJS),FULL_TIME,Very attractive salary,"JavaScript, NodeJS, ReactJS",ShopBack - The Smarter Way to Shop,ShopBack,ShopBack - The Smarter Way to Shop
"PHP Developer (Laravel, ReactJS)",FULL_TIME,Up to $1500,"PHP, ReactJS, Laravel",Novaon Group là Top 10 công nghệ 4.0 và Top 8 trong 500 doanh nghiệp tăng trưởng nhanh nhất VN 2020.,NOVAON DIGITAL GROUP,Novaon Group là Top 10 công nghệ 4.0 và Top 8 trong 500 doanh nghiệp tăng trưởng nhanh nhất VN 2020.
Software QA Engineer (Manual),FULL_TIME,You'll love it,"Tester, Agile, QA QC","A DEVELOPMENT BRANCH OF CYBOZU, NO.1 GROUPWARE MAKER IN JAPAN",Cybozu Vietnam,"A DEVELOPMENT BRANCH OF CYBOZU, NO.1 GROUPWARE MAKER IN JAPAN"
Ruby on Rails Developer (Middle/Senior),FULL_TIME,"1,000 - 2,500 USD","Ruby on Rails, JavaScript, Ruby","Less effort, more efficiency",Symphony Creative Solutions (SCS),"Less effort, more efficiency"
"3 PHP Dev (JavaScript, HTML5) Upto 1500$",FULL_TIME,"Upto  1,500 usd","PHP, HTML5, JavaScript",Nexty Việt Nam - Một công ty công nghệ Blockchain hàng đầu khu vực Châu Á,Nexty Việt Nam,Nexty Việt Nam - Một công ty công nghệ Blockchain hàng đầu khu vực Châu Á
Frontend Dev (ReactJS/Javascript)~ 1500$,FULL_TIME,"Upto 1,500 usd","ReactJS, Linux, Database",Nexty Việt Nam - Một công ty công nghệ Blockchain hàng đầu khu vực Châu Á,Nexty Việt Nam,Nexty Việt Nam - Một công ty công nghệ Blockchain hàng đầu khu vực Châu Á
Embedded Software Engineer (C++ Linux),FULL_TIME,"800 - 1,500 USD","C++, Linux, Embedded","HUMAX is to enable users to access diverse contents any time, anywhere they want!",Humax Vietnam,"HUMAX is to enable users to access diverse contents any time, anywhere they want!"
Senior Java Developers,FULL_TIME,"1,000 - 1,800 USD","Java, ReactJS, Spring","Tech Startup Incubator, Software Development Services, and Salesforce Consulting & Customization",TP&P Technology,"Tech Startup Incubator, Software Development Services, and Salesforce Consulting & Customization"
Up to $1000 - 02 QA/QC Engineers,FULL_TIME,"500 - 1,000 USD","Agile, Tester, QA QC",Vulcan Labs,Vulcan Labs,Vulcan Labs
Java/.NET Developers (MySQL),FULL_TIME,"800 - 1,200 USD","Java, MySQL, .NET",Phát triển phần mềm outsource,Nissho Electronics,Phát triển phần mềm outsource
IoT Embedded System Engineer,FULL_TIME,You'll love it,"System Engineer, C++, Embedded", SkyLab believes in the connectivity and network of things,SkyLab, SkyLab believes in the connectivity and network of things
"Fullstack Ruby Developer (Ruby,ReactJS)",FULL_TIME,You'll love it,"Ruby, Ruby on Rails, ReactJS", SkyLab believes in the connectivity and network of things,SkyLab, SkyLab believes in the connectivity and network of things
"Senior Android Developer (Kotlin, MVC)",FULL_TIME,You'll love it,"Android, MVC, Kotlin",A high quality Software Products and Websites Outsourcing company,Dirox,A high quality Software Products and Websites Outsourcing company
03 PHP Team Leaders,FULL_TIME,You'll love it,"PHP, Team Leader, Laravel",Hãy cùng chúng tôi xây dựng và phát triển RiverCrane vững mạnh cùng với tương lai của chính bạn.,RiverCrane Vietnam,Hãy cùng chúng tôi xây dựng và phát triển RiverCrane vững mạnh cùng với tương lai của chính bạn.
Senior Flutter Developer,FULL_TIME,You'll love it,"Hybrid, OOP, English",A high quality Software Products and Websites Outsourcing company,Dirox,A high quality Software Products and Websites Outsourcing company
Android Developer,FULL_TIME,You'll love it,"Android, Java",Increase businesses’ value and ease people lives by providing digital payment technology.,Wirecard (Vietnam),Increase businesses’ value and ease people lives by providing digital payment technology.
"Web PHP Developer (Laravel, Wordpress)",FULL_TIME,You'll love it,"PHP, Wordpress, Laravel",Make a smile more than now in the world.,"MOJA Co., Ltd.",Make a smile more than now in the world.
"Junior ReactJS dev (JavaScript, HTML5)",FULL_TIME,"500 - 1,000 USD","ReactJS, HTML5, JavaScript",If you are passionate about global e-commerce; you'll love working with us.,CAR FROM JAPAN,If you are passionate about global e-commerce; you'll love working with us.
Senior Database Developer (PostgreSQL),FULL_TIME,"1,000 - 1,800 USD","PostgreSql, Database",One of the leading software outsourcing services and business solutions provider,LARION,One of the leading software outsourcing services and business solutions provider
Full-stack Dev (Golang/ Nodejs),FULL_TIME,"1,000 - 1,500 USD","Golang, NodeJS",Yeah1 Network is the number 1 multi channel network in Aisa.,Yeah1 Network,Yeah1 Network is the number 1 multi channel network in Aisa.
"Automation Tester (Selenium, Jenkins)",FULL_TIME,You'll love it,"Tester, Python, JavaScript",Tap is a hotel-specific solution vendor. Establishment in 1987 in Japan,Tap Hospitality Vietnam,Tap is a hotel-specific solution vendor. Establishment in 1987 in Japan
Test Engineer - Up to $1500,FULL_TIME,"600 - 1,500 USD","Tester, English",LG Vehicle Component Solutions Development Center Vietnam,LG Development Center Vietnam,LG Vehicle Component Solutions Development Center Vietnam
Senior Python Developer,FULL_TIME,You'll love it,"Python, Database, PostgreSql",A high quality Software Products and Websites Outsourcing company,Dirox,A high quality Software Products and Websites Outsourcing company
"Fullstack Developer (ReactJS, NodeJS)",FULL_TIME,You'll love it,"ReactJS, MySQL, NodeJS",Business solutions made simple,Live group,Business solutions made simple
Senior VueJS Developer,FULL_TIME,You'll love it,"VueJS, JavaScript, Hybrid",A high quality Software Products and Websites Outsourcing company,Dirox,A high quality Software Products and Websites Outsourcing company
Senior Front-End Developer,FULL_TIME,"1,500 - 2,000 USD","Java, CSS, JavaScript",Innovative Transportation Solutions,Karros Technologies,Innovative Transportation Solutions
Experienced C++ Developer (Linux),FULL_TIME,You'll love it,"C++, Linux, Embedded",An Australian outsourcing design company with experience in all aspects of project life cycle,DEK Technologies,An Australian outsourcing design company with experience in all aspects of project life cycle
"Java Dev (Spring, SQL) ~$1500",FULL_TIME,Up to 1500 usd,"Java, SQL, Spring","BBV Vietnam stands for top quality in consulting, first class software engineering",BBV Vietnam,"BBV Vietnam stands for top quality in consulting, first class software engineering"
"4 Mobile Developer (iOS,Android,Hybrid)",FULL_TIME,"800 - 2,000 USD","Android, iOS, React Native",BrickMate Group ,Brickmate Viet Nam,BrickMate Group 
"Java Developer (Spring, Linux, Docker)",FULL_TIME,"800 - 1,200 USD","Java, Linux, Spring",TECHASIANS,TechAsians,TECHASIANS
Backend Engineer/ AI Data Scientist,FULL_TIME,You'll love it,"Python, Database",Colibri Growth,Colibri Growth,Colibri Growth
Full-stack Software Engineer,FULL_TIME,You'll love it,"JavaScript, ReactJS, DevOps",Colibri Growth,Colibri Growth,Colibri Growth
"Senior Frontend (JavaScript, HTML5, CSS)",FULL_TIME,"1,600 - 1,900 USD","JavaScript, HTML5, CSS",Providing continuous data protection software for VMware-based virtual servers.,Nakivo,Providing continuous data protection software for VMware-based virtual servers.
Senior Software Engineer (Nodejs),FULL_TIME,"1,200 - 2,000 USD","NodeJS, JavaScript",Pizza Hut Digital Ventures,Pizza Hut Digital Ventures,Pizza Hut Digital Ventures
Java Developer ( Middle/Senior),FULL_TIME,"800 - 1,500 USD","Java, MySQL, Spring",UNIT CORP,UNIT Corp,UNIT CORP
"Web Developer (HTML5, Wordpress)",FULL_TIME,"600 - 1,200 USD","HTML5, Wordpress, PHP",KILALA Communication,KILALA Communication,KILALA Communication
"Technical Architect (iOS, Swift, NodeJS)",FULL_TIME,You'll love it,"Software Architect, iOS, Swift","Floware designs, develops, and distributes productivity software",Floware,"Floware designs, develops, and distributes productivity software"
"Technical Data Analyst (SQL, Python)",FULL_TIME,"1,500 - 2,500 USD","Database, Python, SQL",Woowa Brothers Viet Nam ,Woowa Brothers,Woowa Brothers Viet Nam 
Senior QA Engineer,FULL_TIME,You'll love it,"QA QC, Database, Tester",The global leader in online education for school-aged students,3P Learning in partnership with PYCOGROUP,The global leader in online education for school-aged students
"Embedded Software Engineer (C, C++)",FULL_TIME,You'll love it,"Embedded, C++, C language",www.veriksystems.com,VEriK,www.veriksystems.com
Backend Developer (Nodejs/Golang),FULL_TIME,You'll love it,"NodeJS, SQL, Golang",www.veriksystems.com,VEriK,www.veriksystems.com
BackEnd Senior Developer/Tech Lead,FULL_TIME,"1,000 - 1,200 USD","NodeJS, AWS, Spring",Fast growing edtech startup that helps Vietnamese kids to talk native English and think critically.,PRINCETON ACADEMY,Fast growing edtech startup that helps Vietnamese kids to talk native English and think critically.
Senior Java Developers (Spring/MySQL),FULL_TIME,"1,100 - 1,500 USD","Java, MySQL, Spring","We DIGILO Inc. is Japanese IT software, website development company in Tokyo.",DIGILO,"We DIGILO Inc. is Japanese IT software, website development company in Tokyo."
UX/UI Designer,FULL_TIME,You'll love it,"Designer, UI-UX",HARAVAN - Everything you need to selling everywhere,HARAVAN,HARAVAN - Everything you need to selling everywhere
Unity Game Developer,FULL_TIME,"1,000 - 1,500 usd","Unity, Games, Android",While focusing on mobile game business & launched an e-commerce business for stable profit growth,NHN Vietnam,While focusing on mobile game business & launched an e-commerce business for stable profit growth
Mobile Developer (React Native),FULL_TIME,"1,000 - 1,500 USD","React Native, Android, ReactJS",LOGIVAN is a pioneering technology start-up that is transforming the fragmented trucking industry,LOGIVAN,LOGIVAN is a pioneering technology start-up that is transforming the fragmented trucking industry
"4 Sr/Jr Web Developer (Angular, PHP)",FULL_TIME,"800 - 2,000 USD","Angular, PHP, ReactJS",BrickMate Group ,Brickmate Viet Nam,BrickMate Group 
05 C/C++ Developers,FULL_TIME,Up to 40m vnd,"C++, SQL",Công ty hàng đầu về gia công phần mềm cho khách hàng Châu Âu,IFI Solution - An NTT Data Company,Công ty hàng đầu về gia công phần mềm cho khách hàng Châu Âu
Jr/Sr React Native/ReactJS (Up to $2500),FULL_TIME,"800 - 2,500 USD","React Native, English, ReactJS",Change the world with Xvolve!,Xvolve,Change the world with Xvolve!
"iOS Developer (Swift, OOP, MVC)",FULL_TIME,Up to $1200+bonus,"iOS, OOP, Swift",Công ty CP Đầu tư Thương mại và Phát triển Công nghệ FSI,FSI,Công ty CP Đầu tư Thương mại và Phát triển Công nghệ FSI
Back-end Developer (.Net/Java/NodeJS),FULL_TIME,competitive package,"NodeJS, Java, .NET",Let’s Challenge Together! And Update Yourself!,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),Let’s Challenge Together! And Update Yourself!
Technical Support Analyst (SQL),FULL_TIME,You'll love it,"Business Analyst, System Admin, SQL",A global leader in data- driven managed in investment solutions to optimize efficiency and control,Confluence Vietnam (HCMC),A global leader in data- driven managed in investment solutions to optimize efficiency and control
"Junior Java Developer - UP TO $1,000",FULL_TIME,"600 - 1,000 USD","Java, OOP, Spring",Tạo nền tảng liên lạc giao tiếp nhằm góp phần nâng cao hiệu quả và tính an toàn y tế.,Dr.JOY,Tạo nền tảng liên lạc giao tiếp nhằm góp phần nâng cao hiệu quả và tính an toàn y tế.
4 Sr. .NET/ASP.NET/C# Devs $1K-2.2K,FULL_TIME,"1,000 - 2,200 USD","C#, ASP.NET, .NET",Working with RITVN isn’t just a job! IT’S A PROVEN PATH TO SUCCESS IN INFORMATION TECHNOLOGY.,RANGSTRUP IT Vietnam,Working with RITVN isn’t just a job! IT’S A PROVEN PATH TO SUCCESS IN INFORMATION TECHNOLOGY.
".NET Developer - All Level (ASP.NET, C#)",FULL_TIME,"700 - 2,000 USD",".NET, C#, ASP.NET",Japanese international enterprise software developer specializing in Microsoft technologies,GrapeCity,Japanese international enterprise software developer specializing in Microsoft technologies
Frontend Angular Developer (Agile),FULL_TIME,You'll love it,"Angular, Agile, English",The leading provider of software outsourcing services in Vietnam,FPT Software,The leading provider of software outsourcing services in Vietnam
Automation Test Engineer (English),FULL_TIME,You'll love it,"Tester, English, QA QC",International Financial Systems,Ifinancial VN,International Financial Systems
Sr. Frontend Dev (ReactJS/Angular),FULL_TIME,You'll love it,"JavaScript, AngularJS, ReactJS","Our team consists of outstanding user researchers, creative designers, and IT developers",User Experience Researchers,"Our team consists of outstanding user researchers, creative designers, and IT developers"
"Technical Support (Cloud VPS, Hosting)",FULL_TIME,You'll love it,"IT Support, Linux, Cloud","123HOST cung cấp dịch vụ Cloud, Hosting, Máy chủ và các giải pháp INTERNET hàng đầu Việt Nam",Công ty TNHH Lưu Trữ Số (123HOST),"123HOST cung cấp dịch vụ Cloud, Hosting, Máy chủ và các giải pháp INTERNET hàng đầu Việt Nam"
Android Developer (All Level),FULL_TIME,You'll love it,"Android, React Native, Xamarin",ISB Vietnam Company Limited was established in 2003 with 100% investment of ISB Japan Group,IVC (ISB Vietnam),ISB Vietnam Company Limited was established in 2003 with 100% investment of ISB Japan Group
"Java,J2EE/Webservices/ESB/Mobile Banking",FULL_TIME,You'll love it,"Java, Android, iOS",Ngân Hàng TMCP Đại Chúng Việt Nam,PVcomBank,Ngân Hàng TMCP Đại Chúng Việt Nam
"DevOps Engineer (AWS, Python)",FULL_TIME,From 35 to 55 mil gross,"DevOps, Python, AWS",Come join one of Singapore's most exciting and fastest growing technology companies!,Yojee,Come join one of Singapore's most exciting and fastest growing technology companies!
05 Junior Web Dev (Laravel or Nodejs),FULL_TIME,"600 - 1,000 USD","Laravel, NodeJS, PHP","Là công ty con của “Nihongonomori"",“Dũng Mori"" tự hào là thương hiệu giáo dục tiếng Nhật hàng đầu VN",Dũng Mori,"Là công ty con của “Nihongonomori"",“Dũng Mori"" tự hào là thương hiệu giáo dục tiếng Nhật hàng đầu VN"
"Software Project Manager (Java, Oracle)",FULL_TIME,You'll love it,"Project Manager, Oracle, Java", VIETTELIMEX -Công ty TNHH Nhà nước Một Thành viên Thương mại và Xuất nhập khẩu Viettel,VIETTELIMEX ( A Member of Viettel Group), VIETTELIMEX -Công ty TNHH Nhà nước Một Thành viên Thương mại và Xuất nhập khẩu Viettel
".NET Developer (ASP.NET, SQL) - Up 2000$",FULL_TIME,Up to $2000,".NET, SQL, ASP.NET", Là đơn vị cung ứng - tư vấn các giải pháp và dịch vụ công nghệ thông tin và truyền thông,"Tri Nam Group Co.,JSC", Là đơn vị cung ứng - tư vấn các giải pháp và dịch vụ công nghệ thông tin và truyền thông
"Senior Front-end Dev (VueJS,JavaScript)",FULL_TIME,"1,200 - 1,800 USD","VueJS, JavaScript","Digital Marketing Agency, E-commerce, Web & Graphic design, Web development, Custom Solutions.",SILKWIRES DIGITAL AGENCY,"Digital Marketing Agency, E-commerce, Web & Graphic design, Web development, Custom Solutions."
Senior Mobile (iOS/Android/React Native),FULL_TIME,You'll love it,"iOS, Android, React Native","Agile, Innovative & Excellent Global Technology Company with deep roots in Vietnam",KMS Technology,"Agile, Innovative & Excellent Global Technology Company with deep roots in Vietnam"
C/viên phân tích dữ liệu (Data Analyst),FULL_TIME,"1,000 - 2,000 USD","Database, Blockchain",Ngân hàng Thương mại Cổ phần Tiên Phong (gọi tắt là “TPBank”) được thành lập từ ngày 05/05/2008,Ngân hàng TMCP Tiên Phong | TPBank ,Ngân hàng Thương mại Cổ phần Tiên Phong (gọi tắt là “TPBank”) được thành lập từ ngày 05/05/2008
Product Manager (Mobile Games),FULL_TIME,Very attractive salary,"Product Manager, English, Games",Athena Studio (http://www.athena.studio) - Playful workplace of smart and creative talent,Athena Studio,Athena Studio (http://www.athena.studio) - Playful workplace of smart and creative talent
"Business Analyst (Tester, QA/QC)",FULL_TIME,"750 - 1,000 USD","Business Analyst, Tester, QA QC",Công ty TNHH InfoPlus,InfoPlus,Công ty TNHH InfoPlus
"Python Developer (Database, SQL)",FULL_TIME,You'll love it,"Python, Database, SQL",Công ty dịch vụ trực tuyến và dịch vụ trên di động hàng đầu Việt Nam,Vega Corporation,Công ty dịch vụ trực tuyến và dịch vụ trên di động hàng đầu Việt Nam
"Senior Java Dev (SQL, Oracle) Upto$2000",FULL_TIME,"700 - 2,000 USD","Java, SQL, Oracle",Công ty TNHH InfoPlus,InfoPlus,Công ty TNHH InfoPlus
(Gấp) JAVA/PHP Developer Up to 1500$,FULL_TIME,"700 - 1,500 USD","MySQL, Java, PHP",We support business operation improvement by providing IT solution.,"TRENTE Vietnam Co., Ltd ",We support business operation improvement by providing IT solution.
UI/UX Designer,FULL_TIME,You'll love it,"UI-UX, Designer",HMS is a young startup of VinGroup,VinHMS,HMS is a young startup of VinGroup
"02 .NET Developer (C#, Winform, MySQL)",FULL_TIME,600 - 900 USD,".NET, MySQL, C#",Phu Tho Technology,PTT Technology,Phu Tho Technology
"Java Web Dev (Spring, JavaScript) ~$1800",FULL_TIME,"800 - 1,800 USD","Java, JavaScript, Spring","NEXTOP Co., Ltd is a Japanese company ","NEXTOP CO.,LTD","NEXTOP Co., Ltd is a Japanese company "
