title,job_type,salary,skills,address,company_name,company_description
"Java Developer (Spring, OOP)",FULL_TIME,You'll love it,"Java, OOP, Spring","Công ty CP hệ thống thông tin thiết bị FOMAN (FOMAN., Jsc)","FOMAN., JSC","Công ty CP hệ thống thông tin thiết bị FOMAN (FOMAN., Jsc)"
".NET Developer (ASP.NET, OOP)",FULL_TIME,You'll love it,".NET, OOP, ASP.NET","Công ty CP hệ thống thông tin thiết bị FOMAN (FOMAN., Jsc)","FOMAN., JSC","Công ty CP hệ thống thông tin thiết bị FOMAN (FOMAN., Jsc)"
"Senior Java Web Developer (Spring, MVC)",FULL_TIME,~ 12 - 23 millions,"Java, MVC, Spring",MIGI Technology Co. Ltd.,MIGI Technology,MIGI Technology Co. Ltd.
"Java Developer (OOP, Spring)",FULL_TIME,You'll love it,"Java, OOP, Spring",Hiwin Technology,Hiwin Technology,Hiwin Technology
"Web Server Engineer (Python, JavaScript)",FULL_TIME,"600 - 1,400 USD","JavaScript, Python, Django",Where Work is Play!,Gear Inc.,Where Work is Play!
QC Manager,FULL_TIME,You'll love it,"Manager, Tester, QA QC",DevBlock is a software development agency comprised of high experienced engineers & project managers,DEVBLOCK VIETNAM,DevBlock is a software development agency comprised of high experienced engineers & project managers
"WordPress Dev (JavaScript, HTML5, CSS)",FULL_TIME,You'll love it,"JavaScript, HTML5, CSS","Fourdozen, Inc.",Fourdozen Inc.,"Fourdozen, Inc."
"Unity Games Developer (up to $1,500)",FULL_TIME,"900 - 1,500 USD","Unity, Games, Android",EyeClick,EyeClick,EyeClick
"Sr BackEnd Dev (Java, Spring, AWS)~2300$",FULL_TIME,Up to $2300,"Java, AWS, Spring",Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam,Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam
Game Designer (up to 1500$),FULL_TIME,Up to 1500$,"Designer, UI-UX, Games",CÔNG TY CỔ PHẦN SOLAR VIỆT NAM (SOLARJSC),Solar Viet Nam,CÔNG TY CỔ PHẦN SOLAR VIỆT NAM (SOLARJSC)
"Software Engineer (PHP, Java, Golang)",FULL_TIME,"1,500 - 2,500 USD","PHP, Java, Golang",ZALORA Group is Asia Pacific’s leading group of online fashion destinations.,ZALORA Group,ZALORA Group is Asia Pacific’s leading group of online fashion destinations.
NodeJS Full Stack Developer (English),FULL_TIME,You'll love it,"NodeJS, Ruby, English",Diginex,Diginex,Diginex
"Vận hành ứng dụng (.NET,Java,JavaScript)",FULL_TIME,Attractive,"Java, JavaScript, .NET",Cty Chứng khoán Ngân hàng ĐT & PT VN (BSC) là Cty chứng khoán đầu tiên trong ngành ngân hàng,BIDV Securities Company (BSC),Cty Chứng khoán Ngân hàng ĐT & PT VN (BSC) là Cty chứng khoán đầu tiên trong ngành ngân hàng
"[Up to 1500$] PHP Dev(JavaScript, MySQL)",FULL_TIME,Up to 1500$,"PHP, MySQL, JavaScript",Neos VN là công ty IT 100% vốn Nhật Bản chuyên thiết kế phát triển ứng dụng chạy trên nền smartphone,Neos Việt Nam,Neos VN là công ty IT 100% vốn Nhật Bản chuyên thiết kế phát triển ứng dụng chạy trên nền smartphone
Senior React Native (Andoid/iOS),FULL_TIME,You'll love it,"React Native, Android, iOS","Tech JDI ""Technology Joint Development Initiative""",TECH JDI,"Tech JDI ""Technology Joint Development Initiative"""
IT - Senior Mobile Developer (JAVA),FULL_TIME,You'll love it,"Java, Agile, Kotlin",Asia Commercial Bank (ACB),Ngân Hàng Á Châu | ACB,Asia Commercial Bank (ACB)
Technical Lead (Frontend/ReactJS),FULL_TIME,You'll love it,"ReactJS, Team Leader, JavaScript","Enable teams to conceive, develop, and deliver innovative technology products.",Wizeline,"Enable teams to conceive, develop, and deliver innovative technology products."
Software Engineer (Ruby on Rails),FULL_TIME,"1,300 - 2,500 USD","Ruby on Rails, SQL, Ruby",Top Fintech company in Japan,"MONEY FORWARD VIETNAM CO.,LTD",Top Fintech company in Japan
"Big Data Manager (Cloud, Database)",FULL_TIME,Lương siêu cao,"Manager, Database, Cloud",TẬP ĐOÀN HƯNG THỊNH ,Hung Thinh Corporation,TẬP ĐOÀN HƯNG THỊNH 
"Developer ( C Languge, C++ )",FULL_TIME,You'll love it,"C++, English, C language",KOVI FA Vina,KOVI FA Vina,KOVI FA Vina
"Web Developer (Wordpress, MySQL, HTML5)",FULL_TIME,"1,000 - 1,500 USD","Wordpress, MySQL, HTML5",Golden Summer Fashions,Golden Summer Fashions,Golden Summer Fashions
02 Fullstack Software Engineers (Java),FULL_TIME,"1,500 - 2,000 USD","Java, ReactJS, AWS",TLD Technology ,TLD Technology ,TLD Technology 
"PHP Developer (Wordpress, MySQL)",FULL_TIME,Từ 15tr trở lên,"PHP, MySQL, Wordpress",Bếp Hoàng Cương,Bếp Hoàng Cương,Bếp Hoàng Cương
"Frontend Dev (JavaScript,ReactJS,Agular)",FULL_TIME,Từ 20tr vnd,"JavaScript, ReactJS, Angular",Winline.vn,Winline ,Winline.vn
"Frontend Developer (JavaScript,ReactJS)",FULL_TIME,"Up to $1,200","JavaScript, ReactJS, VueJS",GrExpress,GrExpress,GrExpress
"Backend Developer (NodeJS, MySQL)",FULL_TIME,"Up to $1,000","NodeJS, MySQL, JavaScript",GrExpress,GrExpress,GrExpress
"Web Developer (PHP, MySQL, JavaScript)",FULL_TIME,"500 - 1,000 USD","PHP, MySQL, JavaScript",GreenYellow is an investor French turnkey Energy Service Company part of Group Casino,GreenYellow,GreenYellow is an investor French turnkey Energy Service Company part of Group Casino
"Senior Android Developer (Java, Kotlin)",FULL_TIME,"1,200 - 1,500 USD","Android, Java, Kotlin",MODMO is an e-mobility startup aimed at creating zero-emission personal transport vehicles.,Modmo,MODMO is an e-mobility startup aimed at creating zero-emission personal transport vehicles.
Senior Backend Devs (Node JS/JavaScript),FULL_TIME,"800 - 1,500 USD","NodeJS, JavaScript, AWS",We are a full service digital studio.,ROXWIN,We are a full service digital studio.
"Web Developer (Wordpress, HTML5, PHP)",FULL_TIME,"600 - 1,100 USD","Wordpress, JavaScript, PHP",LET’S MAKE SOMETHING THAT MATTERS.,Applivi,LET’S MAKE SOMETHING THAT MATTERS.
"Sr Front End Web Dev (JavaScript, HTML5)",FULL_TIME,You'll love it,"JavaScript, HTML5, CSS",Episerver ,Episerver,Episerver 
Software Implementation HRM/ERP,FULL_TIME,You'll love it,"ERP, English, Business Analyst"," What makes Cadena, Cadena",Cadena Vietnam," What makes Cadena, Cadena"
"05 System Admin (Oracle, MsSQL...)",FULL_TIME,"500 - 1,250 USD","System Admin, PostgreSql, Oracle", VIETTELIMEX -Công ty TNHH Nhà nước Một Thành viên Thương mại và Xuất nhập khẩu Viettel,VIETTELIMEX ( A Member of Viettel Group), VIETTELIMEX -Công ty TNHH Nhà nước Một Thành viên Thương mại và Xuất nhập khẩu Viettel
Fullstack Engineer (Golang/ReactJs),FULL_TIME,"1,000 - 2,500 USD","Golang, NodeJS, ReactJS",What’s your inner greatness?,Manabie International Pte Ltd,What’s your inner greatness?
02 UI-UX Designer,FULL_TIME,You'll love it,"UI-UX, English, Designer","At Deliveree, we disrupt the logistics industry with technologies.",Deliveree On-Demand Logistics,"At Deliveree, we disrupt the logistics industry with technologies."
"IT Infrastructure Senior (Cisco,VMWare)",FULL_TIME,Competitive,"Database, DevOps",One of the leading commercial joint stock banks in Vietnam,Vietnam International Bank (VIB),One of the leading commercial joint stock banks in Vietnam
"Big Data Engineer (Big Data/AI,Hadoop)",FULL_TIME,You'll love it,"Cloud, English",One of the leading commercial joint stock banks in Vietnam,Vietnam International Bank (VIB),One of the leading commercial joint stock banks in Vietnam
"Database System Senior (Unix, Linux)",FULL_TIME,Competitive,"Oracle, Linux",One of the leading commercial joint stock banks in Vietnam,Vietnam International Bank (VIB),One of the leading commercial joint stock banks in Vietnam
"Backend Dev (PHP, Java, NodeJS)~ 2000$",FULL_TIME,Up to $2000,"PHP, NodeJS, Java",Go Group là startup công nghệ tập hợp của những thành viên tài năng và tâm huyết.,Go Group,Go Group là startup công nghệ tập hợp của những thành viên tài năng và tâm huyết.
IT Help desk (System Admin),FULL_TIME,You'll love it,"IT Support, System Admin, English",LOTTE Data Communications Company ,"Lotte Data Communicaton Co., Ltd Vietnam",LOTTE Data Communications Company 
"Sr Mobile App Dev. (Android, iOS, Ionic)",FULL_TIME,"800 - 1,200 USD","React Native, Android, iOS","To become an Asia’s leading customer-centric Travel Group, providing all-inclusive travel services",Thiên Minh Group,"To become an Asia’s leading customer-centric Travel Group, providing all-inclusive travel services"
Tester (QC/QA) - Middle/Senior,FULL_TIME,"700 - 1,000 USD","Tester, QA QC, .NET","Phát triển các hệ thống phần mềm lớn phục vụ hàng triệu người dùng: Kế toán, HRM, CRM, Nhà hàng...",Misa ,"Phát triển các hệ thống phần mềm lớn phục vụ hàng triệu người dùng: Kế toán, HRM, CRM, Nhà hàng..."
Sub- Project Manager (Japanese) $2000,FULL_TIME,Up to 2000$,"Project Manager, Business Analyst, QA QC","Công ty KaiyouIT là công ty 2 thành viên Nhật bản và Việt Nam, công ty thành lập vào tháng 2/2019",KaiyouIT,"Công ty KaiyouIT là công ty 2 thành viên Nhật bản và Việt Nam, công ty thành lập vào tháng 2/2019"
"ReactJS Dev (HTML5, JavaScript) Remote",FULL_TIME,You'll love it,"ReactJS, HTML5, JavaScript",Artificial Intelligence Big Data Solutions,BoostML,Artificial Intelligence Big Data Solutions
"Junior Fullstack Dev (.NET, C#, ReactJS)",FULL_TIME,You'll love it,".NET, C#, ReactJS","A creative, passionate, reliable and fast-growing outsourcing software company.",Futurify,"A creative, passionate, reliable and fast-growing outsourcing software company."
"Project Manager( .Net, ERP)",FULL_TIME,You'll love it,"Project Manager, ERP, .NET","S&S Auditing and Consulting Co., Ltd, which is a 100% foreign invested company",S&S Auditing and Consulting,"S&S Auditing and Consulting Co., Ltd, which is a 100% foreign invested company"
".NET Dev (ASP.NET, Database) 100% Remote",FULL_TIME,"800 - 1,500 USD","ASP.NET, Database, Cloud",Artificial Intelligence Big Data Solutions,BoostML,Artificial Intelligence Big Data Solutions
"Web Developer (CSS, HTML)",FULL_TIME,You'll love it,"CSS, HTML5",OABI Digital Marketing - Chúng tôi yêu điều chúng tôi làm,OABI Digital Marketing,OABI Digital Marketing - Chúng tôi yêu điều chúng tôi làm
Product Owner ( Agile Project ),FULL_TIME,You'll love it,"Product Manager, English, Business Analyst",TASTECH là công ty về công nghệ 100% vốn Singapore. ,TASTECH PTE. LTD,TASTECH là công ty về công nghệ 100% vốn Singapore. 
Java dev (thưởng gia nhập tới 30 triệu),FULL_TIME,"500 - 1,500 USD","Java, MVC, Spring",Công ty hoạt động trong lĩnh vực cung cấp giải pháp và tích hợp hệ thống thông tin y tế cho Nhật Bản,Ominext,Công ty hoạt động trong lĩnh vực cung cấp giải pháp và tích hợp hệ thống thông tin y tế cho Nhật Bản
"Sr Backend NodeJS (AngularJS,JavaScript)",FULL_TIME,You'll love it,"NodeJS, AngularJS, JavaScript",A leading global provider of digital platform engineering and software development services,EPAM,A leading global provider of digital platform engineering and software development services
"Sr. Automation QA/QC (Selenium, Appium)",FULL_TIME,You'll love it,"QA QC, Java, Tester","Floware designs, develops, and distributes productivity software",Floware,"Floware designs, develops, and distributes productivity software"
Frontend Tech Lead (Javascript),FULL_TIME,"1,500 - 3,000 USD","Team Leader, JavaScript, NodeJS",FOURDIGIT is a design and technology company with “human-friendly” design,FOURDIGIT VIETNAM,FOURDIGIT is a design and technology company with “human-friendly” design
"System&Database(Unix/Linux,Oracle)",FULL_TIME,You'll love it,"Linux, Oracle",One of the leading commercial joint stock banks in Vietnam,Vietnam International Bank (VIB),One of the leading commercial joint stock banks in Vietnam
"Solution Architect (NodeJS, JavaScript)",FULL_TIME,Up to 4000$,"NodeJS, JavaScript, ReactJS","Foobla là công ty công nghệ: e-commerce, công cụ cung cấp data, insight thị trường",Foobla Vietnam ,"Foobla là công ty công nghệ: e-commerce, công cụ cung cấp data, insight thị trường"
5 Middle/Senior Android Developer (OOP),FULL_TIME,You'll love it,"Android, OOP, Database","Hello, we are EXIDEA VIETNAM. Let's join to change the world with EXcellent IDEA and technology",EXIDEA VIETNAM,"Hello, we are EXIDEA VIETNAM. Let's join to change the world with EXcellent IDEA and technology"
05 PHP Dev (Magento 2) - Up to 1000$,FULL_TIME,You'll love it,"PHP, MySQL, Magento",TIGREN,TIGREN,TIGREN
"DevOps Engineer (Cloud,Linux,Devops)",FULL_TIME,"1,000 - 2,500 USD","Cloud, Linux, DevOps","Eastgate Software, a Global Fortune 500 Strategic Partner", Eastgate Software,"Eastgate Software, a Global Fortune 500 Strategic Partner"
"React Native (iOS, Objective C) ~$1500",FULL_TIME,"700 - 1,500 USD","React Native, Objective C, iOS",State of the art Technology,Sota Tek,State of the art Technology
"C++ Developer (Games, Networking)",FULL_TIME,You'll love it,"C++, Games, Networking","Lunimedia’s gaming platform, Lunipark - developed to ease inconvenience between developers and users",Lunimedia Corporation,"Lunimedia’s gaming platform, Lunipark - developed to ease inconvenience between developers and users"
"IT Support Engineer (English), 800-1300$",FULL_TIME,"800 - 1,300 USD","IT Support, System Admin, English",Automating the future with IOT-driven Smart Machines,Konbini,Automating the future with IOT-driven Smart Machines
"Mid/Sr .NET Core Backend Dev (C#, MySQL)",FULL_TIME,"1,200 - 2,100 USD",".NET, MySQL, C#",Automating the future with IOT-driven Smart Machines,Konbini,Automating the future with IOT-driven Smart Machines
Web Developer (C# | .NET Core | ReactJS),FULL_TIME,You'll love it,".NET, C#, ReactJS",Titan Technology Corporation,Titan Technology Corporation,Titan Technology Corporation
Backend Tech Lead (JavaScript/Java/J2EE),FULL_TIME,You'll love it,"Java, Team Leader, JavaScript","We are AMANOTES, a fast-growing startup in the music-tech industry from Vietnam",AMANOTES,"We are AMANOTES, a fast-growing startup in the music-tech industry from Vietnam"
"React Native Dev (iOS, Android)~1200$",FULL_TIME,"500 - 1,200 USD","React Native, Android, iOS","BlueBottle Digital is a boutique digital dev, helping to design, dev and manage innovative web",BlueBottle Digital Việt Nam,"BlueBottle Digital is a boutique digital dev, helping to design, dev and manage innovative web"
UI Designer Lead,FULL_TIME,You'll love it,"UI-UX, Designer",A Global world-class creative agency and IT outsourcing company,Mirum Agency,A Global world-class creative agency and IT outsourcing company
"Salesforce Consultant (CRM, Cloud)",FULL_TIME,You'll love it,"Cloud, System Admin, English",Keizu Vietnam ( KSVC),Keizu Vietnam,Keizu Vietnam ( KSVC)
"05 Tester (QA/QC, SQL) for Bank Upto$900",FULL_TIME,600 - 900 USD,"Tester, SQL, QA QC",Cổ Phần Công Nghệ Alphaway,Cổ Phần Công Nghệ Alphaway,Cổ Phần Công Nghệ Alphaway
"Java Developers (J2EE, Database)",FULL_TIME,You'll love it,"Java, Database, J2EE",MoMo is Vietnam’s leading mobile e-wallet and over-the-counter (OTC) remittance and payment platform,M_Service (MoMo),MoMo is Vietnam’s leading mobile e-wallet and over-the-counter (OTC) remittance and payment platform
Sr. Solutions Engineer (Elixir/ Ruby),FULL_TIME,From 50mil to 80mil gross,"Software Architect, Ruby on Rails, JavaScript",Come join one of Singapore's most exciting and fastest growing technology companies!,Yojee,Come join one of Singapore's most exciting and fastest growing technology companies!
"Senior Web Dev (MVC, Net Core, Angular)",FULL_TIME,"800 - 1,200 USD","ASP.NET, MVC, Angular","To become an Asia’s leading customer-centric Travel Group, providing all-inclusive travel services",Thiên Minh Group,"To become an Asia’s leading customer-centric Travel Group, providing all-inclusive travel services"
IT Support/IT Help-desk (English),FULL_TIME,You'll love it,"IT Support, System Admin, English",Together we can SPRING the world,SPRING Production,Together we can SPRING the world
"Tech lead (PHP,Java, C++)",FULL_TIME,You'll love it,"PHP, Software Architect, Java","TIKI.VN is the leading online retailer in Vietnam, offering seamless end-to-end retail experience.",TIKI CORPORATION,"TIKI.VN is the leading online retailer in Vietnam, offering seamless end-to-end retail experience."
"Magento Dev (PHP, MySQL, JavaScript)",FULL_TIME,"700 - 1,400 USD","PHP, JavaScript, Magento",A Singaporean Software development company,Manifera Software Development,A Singaporean Software development company
Junior Python Engineer (NoSQL),FULL_TIME,"600 - 1,000 USD","Python, NoSQL",HIIP is the leading influencer platform in Southeast Asia,Hiip.asia,HIIP is the leading influencer platform in Southeast Asia
[All levels] Java Developers -Up to $2k,FULL_TIME,Up to $2000,"Java, MySQL",InceptionLabs is an Information Technology (IT) software engineering company,Inceptionlabs,InceptionLabs is an Information Technology (IT) software engineering company
"System Admin, Networking",FULL_TIME,You'll love it,"System Admin, IT Support, Networking","Nhà cung cấp của các nhãn hiệu giày nổi tiếng như : Nike, Adidas, Puma, New balance..",SUNGSHIN VN,"Nhà cung cấp của các nhãn hiệu giày nổi tiếng như : Nike, Adidas, Puma, New balance.."
5 Mobile Developer (iOS/ Android/Swift),FULL_TIME,You'll love it,"iOS, Android, Swift",Khới nghiệp với mục tiêu nâng cao năng suất con người,UNSTATIC,Khới nghiệp với mục tiêu nâng cao năng suất con người
"3 Java Web Developers (Spring, SQL, JS)",FULL_TIME,14 - 20 tr./ tháng (net),"Java, SQL, Spring",Trung tâm Công nghệ thông tin Vietnam Post ,VNPOST,Trung tâm Công nghệ thông tin Vietnam Post 
3 Mobile React Native Dev. (JavaScript),FULL_TIME,14 - 20 tr./ tháng (net),"React Native, JSON, JavaScript",Trung tâm Công nghệ thông tin Vietnam Post ,VNPOST,Trung tâm Công nghệ thông tin Vietnam Post 
"Ruby on Rails Dev (MySQL, JavaScript)",FULL_TIME,You'll love it,"Ruby on Rails, MySQL, JavaScript",Get excited to create Life Media Platforms from Vietnam to the World ,ZIGExN VeNtura,Get excited to create Life Media Platforms from Vietnam to the World 
"Front-end leader ( angular, javascript )",FULL_TIME,You'll love it,"Team Leader, JavaScript, Angular",Công ty TNHH Ant-Tech,Ant-Tech,Công ty TNHH Ant-Tech
Frontend Dev (Wordpress/CSS/JavaScript),FULL_TIME,Negotiation,"Wordpress, CSS, JavaScript",A global mobile game/ application producer ,M-BIZ Global Company Limited,A global mobile game/ application producer 
"Data Engineer (Java, C++)",FULL_TIME,You'll love it,"Database, C++, Java",Providing full financial solutions to our corporate and a new saving experience to customers,Techcom Securities,Providing full financial solutions to our corporate and a new saving experience to customers
(HCM - HN) PHP Developers,FULL_TIME,Negotiable,"PHP, MySQL, Magento",Isobar Commerce - Bluecom Solutions is one of the biggest e-commerce solution partners in Asia,Isobar Commerce (Bluecom Solutions),Isobar Commerce - Bluecom Solutions is one of the biggest e-commerce solution partners in Asia
"iOS Developer (Objective C, Swift)",FULL_TIME,"800 - 1,300 USD","iOS, Objective C, Swift",Citigo là công ty cung cấp giải pháp công nghệ cho doanh nghiệp phổ biến tại Đông Nam Á.,Citigo Software,Citigo là công ty cung cấp giải pháp công nghệ cho doanh nghiệp phổ biến tại Đông Nam Á.
"Flutter Developer (Android, iOS)",FULL_TIME,"500 - 1,500 USD","Android, iOS",CÔNG TY CỔ PHẦN CÔNG NGHỆ GVN,GVN Technology,CÔNG TY CỔ PHẦN CÔNG NGHỆ GVN
Automation QA Engineer (Web Apps),FULL_TIME,You'll love it,"QA QC, Tester","Simpson Strong-Tie has several branches throughout the world, and SST-VN is 100% foreign invested.",Simpson Strong-Tie Vietnam,"Simpson Strong-Tie has several branches throughout the world, and SST-VN is 100% foreign invested."
Staff/Senior Software Dev Engineer,FULL_TIME,You'll love it,"Cloud, Software Architect, JavaScript",Bridgetek is a leading global semiconductor company providing high performance microcontroller units,Bridgetek Viet Nam,Bridgetek is a leading global semiconductor company providing high performance microcontroller units
Senior Test Engineer/Test Engineer,FULL_TIME,You'll love it,"Tester, Python, QA QC",Bridgetek is a leading global semiconductor company providing high performance microcontroller units,Bridgetek Viet Nam,Bridgetek is a leading global semiconductor company providing high performance microcontroller units
QC/ Test Leader - Up to $1500,FULL_TIME,Up to $1500,"SQL, Tester, QA QC",Leading company in big data and AI,DAC Data Science Vietnam,Leading company in big data and AI
"Java Developer (Java/J2EE,MVC)",FULL_TIME,You'll love it,"Java, MVC, J2EE",TRUSTED TECHNOLOGY PARTNER FOR BUSINESS,"BAN VIEN Co., LTD",TRUSTED TECHNOLOGY PARTNER FOR BUSINESS
C/C++ Embedded Software Engineers,FULL_TIME,You'll love it,"Embedded, C++, C language",AFFOZ,AFFOZ,AFFOZ
Fullstack Developer (Laravel / VUE.js),FULL_TIME,"800 - 1,300 USD","VueJS, MySQL, Laravel",We are specialized in prototyping and building technology to support our client's ideas,Teamscāl,We are specialized in prototyping and building technology to support our client's ideas
"Frontend JS Dev (JavaScript, VueJS)",FULL_TIME,"600 - 1,500 USD","VueJS, JavaScript, NodeJS",RELIPA SOFTWARE: CHẤT LƯỢNG PHẦN MỀM VÀ CHẤT LƯỢNG CUỘC SỐNG LÀ ƯU TIÊN SỐ 1,RELIPA SOFTWARE,RELIPA SOFTWARE: CHẤT LƯỢNG PHẦN MỀM VÀ CHẤT LƯỢNG CUỘC SỐNG LÀ ƯU TIÊN SỐ 1
Solution Architect - Banking Domain,FULL_TIME,You'll love it,"Software Architect, Agile, Java",Asia Commercial Bank (ACB),Ngân Hàng Á Châu | ACB,Asia Commercial Bank (ACB)
Sr Mobile Dev (React Native/iOS/Android),FULL_TIME,"700 - 1,000 USD","React Native, Android, iOS",Công ty TNHH Phần mềm Hoàn Cầu (GSOFT),Gsoft,Công ty TNHH Phần mềm Hoàn Cầu (GSOFT)
".NET Developer (ASP. NET, C#)",FULL_TIME,You'll love it,"ASP.NET, C#, .NET","BBV Vietnam stands for top quality in consulting, first class software engineering",BBV Vietnam,"BBV Vietnam stands for top quality in consulting, first class software engineering"
Senior React Native/NodeJS Developer,FULL_TIME,"1,500 - 2,200 USD","React Native, NodeJS, ReactJS",Work with the leading technology company from Singapore!,Wonderlabs,Work with the leading technology company from Singapore!
"Java Core Developer (MySQL,Linux)",FULL_TIME,You'll love it,"Java, MySQL, Linux",Gigatum VN là công ty công nghệ hàng đầu về thương mại trên điện thoại đi động với ứng dụng Clingme,Gigatum Vietnam JSC,Gigatum VN là công ty công nghệ hàng đầu về thương mại trên điện thoại đi động với ứng dụng Clingme
"Senior Web Dev (OOP, MySQL,UI UX)",FULL_TIME,You'll love it,"MySQL, OOP, UI-UX",Gigatum VN là công ty công nghệ hàng đầu về thương mại trên điện thoại đi động với ứng dụng Clingme,Gigatum Vietnam JSC,Gigatum VN là công ty công nghệ hàng đầu về thương mại trên điện thoại đi động với ứng dụng Clingme
"System Admin (MySQL,Linux)",FULL_TIME,You'll love it,"System Admin, MySQL, Linux",Gigatum VN là công ty công nghệ hàng đầu về thương mại trên điện thoại đi động với ứng dụng Clingme,Gigatum Vietnam JSC,Gigatum VN là công ty công nghệ hàng đầu về thương mại trên điện thoại đi động với ứng dụng Clingme
"System Engineer (Linux, Networking)",FULL_TIME,"800 - 1,300 USD","System Engineer, Linux, Networking",CASTIS Corp has been sharing remarkable development & history of Korean digital broadcast service,CASTIS Corp,CASTIS Corp has been sharing remarkable development & history of Korean digital broadcast service
French Project Manager/ Business Analyst,FULL_TIME,You'll love it,"Project Manager, Product Manager, Business Analyst",An international software development company specializing in Web Application and Mobile Apps,Sutrix Solutions,An international software development company specializing in Web Application and Mobile Apps
Junior QA Automation Engineer,FULL_TIME,You'll love it,"Python, Linux, QA QC","At Deliveree, we disrupt the logistics industry with technologies.",Deliveree On-Demand Logistics,"At Deliveree, we disrupt the logistics industry with technologies."
"Backend Developer (NodeJS, Devops)",FULL_TIME,"700 - 2,000 USD","NodeJS, JavaScript, DevOps",LISOD,LISOD,LISOD
"Frontend dev (ReactJS, Angular, VueJS)",FULL_TIME,"700 - 1,500 USD","ReactJS, Angular, VueJS",LISOD,LISOD,LISOD
2 Senior Android Developer (Java/Kotlin),FULL_TIME,You'll love it,"Android, Java, Kotlin",VinBrain,VINBRAIN,VinBrain
IT Business Architect (Risk Domain),FULL_TIME,You'll love it,"Business Analyst, Agile, English","It's not only a job, it's also a career",VPBank,"It's not only a job, it's also a career"
02 QA/QC Engineers (Manual Tester),FULL_TIME,You'll love it,"QA QC, Tester","At Deliveree, we disrupt the logistics industry with technologies.",Deliveree On-Demand Logistics,"At Deliveree, we disrupt the logistics industry with technologies."
Senior .Net Developer (Upto $1800),FULL_TIME,Up to 1800$,".NET, HTML5, CSS",GEM Corporation,GEM Corporation,GEM Corporation
10 Developers (Java/ C# .NET/ Python...),FULL_TIME,Đến 25 triệu vnđ,"Java, Python, C#",Tạo cơ hội phát triển cho nguồn nhân lực trẻ tài năng của Việt Nam,Usol Vietnam,Tạo cơ hội phát triển cho nguồn nhân lực trẻ tài năng của Việt Nam
Backend Developer (Golang/NodeJS),FULL_TIME,Great salary package,"Golang, NodeJS, .NET",Công ty Cổ phần Công nghệ Sen Đỏ - Đơn vị sở hữu sàn TMĐT hàng đầu Việt Nam,Sendo.vn,Công ty Cổ phần Công nghệ Sen Đỏ - Đơn vị sở hữu sàn TMĐT hàng đầu Việt Nam
Junior Web ASP.NET MVC Developer,FULL_TIME,500 - 600 USD,"ASP.NET, C#, MVC",Giải pháp quản lý ngành vàng bạc đá quý,Cty TNHH TM và DV Tin Học Phần Mềm Vàng,Giải pháp quản lý ngành vàng bạc đá quý
"Business Analyst (WordPress, Magento)",FULL_TIME,"1,000 - 1,500 USD","Business Analyst, Wordpress, Magento","A dynamic, highly experienced team of Website Designers & Developers", Coffeemug,"A dynamic, highly experienced team of Website Designers & Developers"
"Senior devs (ReactJS, NodeJS)",FULL_TIME,You'll love it,"ReactJS, NodeJS, AWS","A global platform for templates, graphic designs  & documents with over 100 Million users worldwide.",Template.net,"A global platform for templates, graphic designs  & documents with over 100 Million users worldwide."
System Admin (Linux),FULL_TIME,You'll love it,"System Admin, Linux, DevOps",CodeComplete Vietnam,CodeComplete Viet Nam,CodeComplete Vietnam
06 Production Application Engineers,FULL_TIME,"700 - 2,000 USD","Embedded, C++, C language",LG Vehicle Component Solutions Development Center Vietnam,LG Development Center Vietnam,LG Vehicle Component Solutions Development Center Vietnam
Developer / Senior Developer (Angular),FULL_TIME,"850 - 1,700 USD","Angular, SQL, NodeJS","Smart, Secure, Sustainable",S3 Innovate Pte. Ltd.,"Smart, Secure, Sustainable"
Unity Developer (C#),FULL_TIME,"Up to $2,000","Unity, C#, English",Develop cool products (web/mobile) & AI data science.,Vitalify Asia,Develop cool products (web/mobile) & AI data science.
Junior Database Administrator (Oracle),FULL_TIME,You'll love it,"Database, Oracle",You would like to join a highly motivated team in a first class environment?,Codix,You would like to join a highly motivated team in a first class environment?
02 Mid- Level Java Developers,FULL_TIME,"500 - 1,200 USD","Java, AngularJS, JavaScript","Eastgate Software, a Global Fortune 500 Strategic Partner", Eastgate Software,"Eastgate Software, a Global Fortune 500 Strategic Partner"
"02 Mid .NET Core Dev (C#, MySQL)",FULL_TIME,"500 - 1,200 USD",".NET, C#, ASP.NET","Eastgate Software, a Global Fortune 500 Strategic Partner", Eastgate Software,"Eastgate Software, a Global Fortune 500 Strategic Partner"
UI-UX Designer (Web),FULL_TIME,Up to $800,"Designer, HTML5, UI-UX",Breakthrough solution for your print services store,Công nghệ KT,Breakthrough solution for your print services store
C++/C# Development Manager,FULL_TIME,"2,000 - 3,000 USD","C++, C#, Manager","Global leader in Integration, API Management and Analytics  ",TIBCO Orchestra Networks Vietnam,"Global leader in Integration, API Management and Analytics  "
03 Frontend Engineer (Angular 2+),FULL_TIME,Up to $1300,"AngularJS, HTML5, CSS","If you love games, why not work at goGame?", Go Game Vietnam Limited Liability Company,"If you love games, why not work at goGame?"
