title,job_type,skills,company_name,company_description,address
"Frontend Developer Angular, HTML5, CSS",FULL_TIME,"Angular, HTML5, CSS",Jio Health,Jio Health - Dịch vụ chăm sóc sức khỏe tại nhà.,"30 Nguyễn Văn Lạc, Phường 19, Binh Thanh, Ho Chi Minh"
DevOps Operation,FULL_TIME,"DevOps, System Engineer",DatVietVAC,The largest and vertically integrated media & entertainment group that provides end-to-end solutions,"222 Pasteur, District 3, Ho Chi Minh"
Senior ReactJS Developer up to 3000,FULL_TIME,"ReactJS, JavaScript",Codebox Solutions,Work on cutting edge technologies and rocket your career! ,"5 Dong Da , Tan Binh, Ho Chi Minh"
"Backend Developer Java, CSS, MySQL",FULL_TIME,"Java, MySQL, CSS",Hay Vay ,Hay Vay - Tài Chính Trong Tầm Tay,"21 Điện Biên Phủ, Binh Thanh, Ho Chi Minh"
"Full stack developer PHP, MySQL, VueJS",FULL_TIME,"PHP, MySQL, VueJS",Pascalia Asia Vietnam,Pascalia Asia Vietnam - Making a software development/service with thousand of motivation,"17 Nguyen U Di, Thao Dien, District 2, Ho Chi Minh"
"Application Dev C#, C++... All Level",FULL_TIME,"C#, SQL, C++",IVC (ISB Vietnam),ISB Vietnam Company Limited was established in 2003 with 100% investment of ISB Japan Group,"364 Cong Hoa, Tan Binh, Ho Chi Minh"
Junior / Senior QC Engineers tester,FULL_TIME,"Tester, QA QC",Hytek Software,Hytek Software Inc.,"05 Dong Da, Tan Binh, Ho Chi Minh"
"PHP Web Developer Wordpress, Opencart",FULL_TIME,"PHP, Wordpress, Laravel",Hachi Web Solutions,Hachi Web Solutions,"772 EFG, Su Van Hanh, Phuong 10, District 10, Ho Chi Minh"
5 Mobile Apps Devs Android/iOS/Java,FULL_TIME,"Android, Java, iOS",Ngân hàng TMCP Tiên Phong | TPBank ,Ngân hàng Thương mại Cổ phần Tiên Phong (gọi tắt là “TPBank”) được thành lập từ ngày 05/05/2008,"57  Lý Thường Kiệt, Hoan Kiem, Ha Noi"
"Frontend Engineer ReactJS, VueJS",FULL_TIME,"VueJS, JavaScript, ReactJS",LINE Vietnam,Closing the Distance.,"412 Nguyen Thi Minh Khai, District 3, Ho Chi Minh"
02 CV Cong nghe ngan hang so Java,FULL_TIME,"Java, AngularJS, English",Ngân hàng TMCP Tiên Phong | TPBank ,Ngân hàng Thương mại Cổ phần Tiên Phong (gọi tắt là “TPBank”) được thành lập từ ngày 05/05/2008,"57  Lý Thường Kiệt, Hoan Kiem, Ha Noi"
"Backend Developer C#, C++, MySQL",FULL_TIME,"C#, MySQL, C++",Vigilant Video,"Vigilant Solutions, a Motorola Solutions company","88A-88B, Tran Huy Lieu, Ward 15, Phu Nhuan, Ho Chi Minh"
Senior Fullstack Java Developer Spring,FULL_TIME,"Java, Spring, Blockchain",ALOTIC,ALOTIC,"208 Nguyễn Hữu Cảnh, Binh Thanh, Ho Chi Minh"
"Senior Project Manager  3,000-4,000",FULL_TIME,"Project Manager, English",Swiss Post Solutions Vietnam,"The international leading IT company, awarded TOP 5 ICT in Vietnam","Saigon ICT Tower, Quang Trung Software City, District 12, Ho Chi Minh"
"UI-UX Designer HTML5, English",FULL_TIME,"UI-UX, HTML5, Designer",LEEP.APP,Leep.App - Train Smart,"33 Nguyễn Hữu Thọ, phường Tân Hưng, District 7, Ho Chi Minh"
"Web PHP Developer Laravel, ReactJS",FULL_TIME,"PHP, ReactJS, Laravel",LEEP.APP,Leep.App - Train Smart,"33 Nguyễn Hữu Thọ, phường Tân Hưng, District 7, Ho Chi Minh"
Mobile Developer Android,FULL_TIME,"Android, OOP, JSON",Thủy Sản Việt Úc,Công Ty Cổ Phần Thủy Sản Việt Úc - Chi Nhánh Thành Phố Hồ Chí Minh,"22 Lê Thánh Tôn, District 1, Ho Chi Minh"
Mobile Developer Android/React Native,FULL_TIME,"Android, React Native",VNG Corporation,Make the Internet  change Vietnamese lives,"VNG Campus, Tân Thuận Đông, District 7, Ho Chi Minh"
UI-UX Designer,FULL_TIME,"Designer, HTML5, UI-UX",Ola City Vietnam,Ola City Vietnam,"HCM, Other, Ho Chi Minh"
"Frontend Dev JavaScript/HTML5/CSS, PHP",FULL_TIME,"JavaScript, HTML5, PHP",Tập Đoàn Đại Trường Phát,Welcome candidate who wish to develop career in one of VN’s leading educational publishing companies,"148 Nguyen Dinh Chinh, Phu Nhuan, Ho Chi Minh"
"Senior Odoo Dev ERP, Python, English",FULL_TIME,"Python, ERP, English",NFQ Asia (8bit Rockstars),NFQ Asia is part of the global NFQ Group. We help ambitious fast-moving international startups,"72 Lê Thánh Tôn, District 1, Ho Chi Minh"
Manual Test Specialist,FULL_TIME,"QA QC, English, Tester",Netcompany,Part of a global success and a strong team in Vietnam,"4th Floor, Pax Sky Building, 26 Ung Van Khiem, Binh Thanh, Ho Chi Minh"
Quan tri du an Project Manager,FULL_TIME,"Project Manager, English",Ngân hàng TMCP Tiên Phong | TPBank ,Ngân hàng Thương mại Cổ phần Tiên Phong (gọi tắt là “TPBank”) được thành lập từ ngày 05/05/2008,"57  Lý Thường Kiệt, Hoan Kiem, Ha Noi"
Software Engineer Linux / Oracle,FULL_TIME,"Linux, System Engineer, Oracle",D&L,Công ty Cổ phần Tư vấn và Tích hợp Công nghệ D&L,"PAM Building, No 23 O Cho Dua, Dong Da, Ha Noi"
"Sr Android Dev Java, Kotlin Upto1500",FULL_TIME,"Android, Java, Kotlin",Sigma Solutions,An outsourcing company reaching out to clients and partners in Europe and the USA.,"Khúc Thừa Dụ, Cau Giay, Ha Noi"
Sr Front End Developer ReactJS/VueJS,FULL_TIME,"ReactJS, JavaScript, VueJS",Wakka Data Service,Công ty Wakka Data Service ,"12th Floor, An Phu Plaza,117 - 119 Ly Chinh Thang Street, Ward 7, District 3, Ho Chi Minh"
Search Engine Optimization,FULL_TIME,"CSS, HTML5",Địa Điểm Ăn Uống,Địa Điểm Ăn Uống - Thiên đường ăn uống của bạn,"H2 Building, 196 Hoang Dieu Street, Ward 8, District 4, Ho Chi Minh City, District 4, Ho Chi Minh"
"DevOps Engineer Linux, Java",FULL_TIME,"DevOps, Linux, Java",Hung Thinh Corporation,TẬP ĐOÀN HƯNG THỊNH ,"CÔNG TY CỔ PHẦN TẬP ĐOÀN HƯNG THỊNH, District 3, Ho Chi Minh"
Front-end Dev JavaScript/HTML5/CSS,FULL_TIME,"JavaScript, HTML5, CSS",Izzi Asia,Izzi Asia,"Sun Grand City Ancora, 3 Lương Yên, Hai Ba Trung, Ha Noi"
iOS Developer Swift Objective C 1400,FULL_TIME,"iOS, Objective C, Swift",Ponobos Vietnam,"As a unit specializing in consulting, providing and deploying total solutions for technology","23 Cam Chanh 2, Hoa Xuan Ward, Cam Le, Da Nang"
Java Web Developer Java EE,FULL_TIME,"Java, Database, J2EE",CodeComplete Viet Nam,CodeComplete Vietnam,"81 Quang Trung - Vietnam News Agency Building, Hai Chau, Da Nang"
".NET Web Application ASP.NET, C#",FULL_TIME,".NET, C#, ASP.NET",TECOTEC,"Doanh nghiệp chuyên tư vấn, cung cấp các thiết bị khoa học công nghệ cao"," CT3A, KĐT Mễ Trì Thượng, Tu Liem, Ha Noi"
"PHP Developer  MySQL, HTML, CSS ",FULL_TIME,"PHP, MySQL, HTML5",Công Ty TNHH Farlis Việt Nam,Công Ty TNHH Farlis Việt Nam,"Số 12 / 06, Đường Đào Duy Anh, Phường 9, Phu Nhuan, Ho Chi Minh"
"Web Developer Wordpress, HTML5, CSS",FULL_TIME,"Wordpress, HTML5, CSS",Fanmedia,Hoạt động thiết kế chuyên dụng,"56 Thanh Tịnh, Lien Chieu, Da Nang"
"Developer  PHP, Python, Java ",FULL_TIME,"PHP, Python, Java",AFFVNA GROUP,AFFVNA GROUP,"Nhà số C8 khu nhà ở 18-4 số 134 đường Thanh Bình, Phường Mộ Lao, Ha Dong, Ha Noi"
"Senior NodeJS Developer  Agile, Scrum ",FULL_TIME,"NodeJS, Agile, JavaScript",Dsoft.software,Dsoft.software,"Phòng 12, Nhà 8, Khu Công viên phần mềm Quang Trung, P. Tân Chánh Hiệp, District 12, Ho Chi Minh"
".NET Developer  C#, ASP.NET ",FULL_TIME,".NET, C#, ASP.NET",Dsoft.software,Dsoft.software,"Phòng 12, Nhà 8, Khu Công viên phần mềm Quang Trung, P. Tân Chánh Hiệp, District 12, Ho Chi Minh"
"PHP Developer WordPress, jQuery",FULL_TIME,"PHP, Wordpress, JQuery",Vietnam BNN Software,Vietnam BNN Software,"Số 50 đường số 13, KĐT Vạn Phúc P. Hiệp Bình Phước, Thu Duc, Ho Chi Minh"
"PHP Developer OOP, JavaScript, Laravel",FULL_TIME,"PHP, OOP, JavaScript",IRTECH Vietnam,IRTECH - Change The Way Business,"35 Cao Thắng, P.Thanh Bình, Hai Chau, Da Nang"
Lap Trinh Vien Magento Cao Cap PHP,FULL_TIME,"Magento, MySQL, PHP",Bắc Á Bank ,Bắc Á Bank ,"Tầng 12, Số 9 Đào Duy Anh, Dong Da, Ha Noi"
"Web Developer JavaScript, Python, CSS",FULL_TIME,"JavaScript, Python, CSS",wor.kafe, Workafe 워카페 - work-friendly Cafe,"382/34 Nguyễn Thị Minh Khai, Phuờng 05, District 3, Ho Chi Minh"
"Senior Software Developer C#, .NET",FULL_TIME,".NET, C#, JavaScript",Aurecon,Aurecon,"Suite 1304, Centec Tower, 72-74 Nguyen Thi Minh Khai, District 3, Ho Chi Minh"
BI Specialist,FULL_TIME,"Business Analyst, Database",LOGIVAN,LOGIVAN is a pioneering technology start-up that is transforming the fragmented trucking industry,"D2 Giảng Võ, Ba Dinh, Ha Noi"
QA QC / Tester,FULL_TIME,"Tester, QA QC",User Experience Researchers,"Our team consists of outstanding user researchers, creative designers, and IT developers","Toà nhà M.G Building, 345 Phạm Văn Bạch, Phường 15, Tan Binh, Ho Chi Minh"
Mobile Engineer React Native,FULL_TIME,"React Native, HTML5, SQL",ABIVIN,Big Data Analytics & Optimization Software,"12th floor, HCMCC Building - 381 Doi Can, Ba Dinh, Ha Noi"
2 Android Dev Java/Kotlin/Mobile Apps,FULL_TIME,"Kotlin, Java, Android",Tapi Group,TAPI Group là công ty chuyên sản xuất các ứng dụng trên nền tảng Android,"Tòa Vinaconex1, 289A Khuất Duy Tiến, Cau Giay, Ha Noi"
UI-UX Designer,FULL_TIME,"UI-UX, HTML5",MangoAds,We Propose Smart Strategies For The Good And The Best Of Our Clients,"Tầng 16, Block A, tòa nhà Charmington La Pointe , 181 Cao Thắng, Phường 12, District 10, Ho Chi Minh"
"Software Developer Oracle, PL/SQL",FULL_TIME,"Product Manager, SQL, Oracle",HansenCX,Hansen Technologies Limited,"98 Xuan Thuy Street, Thao Dien Ward, District 2, Ho Chi Minh"
Senior Software Design Engineer,FULL_TIME,".NET, C#, JavaScript",Bridgetek Viet Nam,Bridgetek is a leading global semiconductor company providing high performance microcontroller units,"173 Nguyen Van Troi, Phu Nhuan, Ho Chi Minh"
"Principal Software Leader C#, .NET",FULL_TIME,".NET, C#, Team Leader","Platinum Global Co., LTD",Platinum Global,"Tòa nhà A5, Lô số A5, Khu E-Office, đường Sáng Tạo, Khu chế xuất Tân Thuận, Phường Tân Thuận Đông, District 7, Ho Chi Minh"
"Senior Software Developer C#, .NET",FULL_TIME,".NET, C#, JavaScript","Platinum Global Co., LTD",Platinum Global,"Tòa nhà A5, Lô số A5, Khu E-Office, đường Sáng Tạo, Khu chế xuất Tân Thuận, Phường Tân Thuận Đông, District 7, Ho Chi Minh"
Tester QA QC,FULL_TIME,"Tester, QA QC",TOMOSIA Việt Nam,"""Together"" ""Happiness"" ""Lights""","52 Chùa Hà, Cau Giay, Ha Noi"
"15 Senior Java Developer Spring, Kafka",FULL_TIME,"Java, Spring, Kotlin",The International Fintech,Building technology to revolutionise the Digital Banking with Cloud engineering.,"Lim Tower 3, 29A Nguyen Dinh Chieu, Dakao, District 1, Ho Chi Minh"
"PHP Web Developer Wordpress, Opencart",FULL_TIME,"Wordpress, IT Support",Sam Global Ltd,CÔNG TY TNHH SAM GLOBAL,"C03-04A Hưng Phát Silver Star Apartment, Nguyễn Hữu Thọ Street, Phước Kiểng Ward, Nhà Bè District, Hồ Chí Minh City., Nha Be, Ho Chi Minh"
Senior Revit API Developer C#,FULL_TIME,"C#, Agile, English","Platinum Global Co., LTD",Platinum Global,"Tòa nhà A5, Lô số A5, Khu E-Office, đường Sáng Tạo, Khu chế xuất Tân Thuận, Phường Tân Thuận Đông, District 7, Ho Chi Minh"
"Backend Web Dev NodeJS, JavaScript",FULL_TIME,"NodeJS, JavaScript, NoSQL",User Experience Researchers,"Our team consists of outstanding user researchers, creative designers, and IT developers","Toà nhà M.G Building, 345 Phạm Văn Bạch, Phường 15, Tan Binh, Ho Chi Minh"
"Senior DevOps Engineer Cloud, Java",FULL_TIME,"DevOps, Java, Cloud",K-Group,Công ty cổ phần K-GROUP ,"12B Nguyễn Hữu Cảnh, P.19, Binh Thanh, Ho Chi Minh"
"Senior Laravel ReactJS, Team Leader",FULL_TIME,"Laravel, Team Leader, ReactJS",K-Group,Công ty cổ phần K-GROUP ,"12B Nguyễn Hữu Cảnh, P.19, Binh Thanh, Ho Chi Minh"
"Project Manager QA/QC,Product Manager",FULL_TIME,"Project Manager, Product Manager, QA QC",K-Group,Công ty cổ phần K-GROUP ,"12B Nguyễn Hữu Cảnh, P.19, Binh Thanh, Ho Chi Minh"
"Senior Java Dev J2EE, Spring",FULL_TIME,"Java, J2EE, Spring",K-Group,Công ty cổ phần K-GROUP ,"12B Nguyễn Hữu Cảnh, P.19, Binh Thanh, Ho Chi Minh"
"Senior Flutter Developer iOS, Android",FULL_TIME,"iOS, Android",VISERVICE,Công ty Cổ Phần Phát Triển Ứng Dụng VISERVICE,"Số 7 Hoàng Trọng Mậu, Phường Tân Hưng, District 7, Ho Chi Minh"
Senior QC Engineer Mobile Tester/QA QC,FULL_TIME,"QA QC, Tester",VISERVICE,Công ty Cổ Phần Phát Triển Ứng Dụng VISERVICE,"Số 7 Hoàng Trọng Mậu, Phường Tân Hưng, District 7, Ho Chi Minh"
Embedded Engineer C/C++,FULL_TIME,"Embedded, C++, C language",Selex,"Selex Motors, a leading startup in smart electric vehicles","Trung Hòa, Cau Giay, Ha Noi"
".NET Developers C#, ASP.NET",FULL_TIME,".NET, C#, ASP.NET",ERM System,ERM SYSTEM INC,"67 Đinh Bo Linh, Binh Thanh, Ho Chi Minh"
Project Manager,FULL_TIME,"Project Manager, Software Architect",ABIVIN,Big Data Analytics & Optimization Software,"12th floor, HCMCC Building - 381 Doi Can, Ba Dinh, Ha Noi"
Software Developer NodeJS/ Golang,FULL_TIME,"NodeJS, Linux, Golang",ONSKY VIETNAM,The power of control and monitor their home and things virtually anywhere in the world.,"132 Vu Tong Phan, An Phu Ward, District 2, Ho Chi Minh"
Jr. Frontend Developer Angular/ReactJS,FULL_TIME,"Angular, JavaScript, ReactJS",CUBABLE ,WE make the WORK get GOOD,"PF-01, Half-storey, Topaz 1 Building, Saigon Pearl 92 Nguyen Huu Canh, Binh Thanh, Ho Chi Minh"
"Junior Backend Developer NodeJS, OOP",FULL_TIME,"NodeJS, MySQL, OOP",CUBABLE ,WE make the WORK get GOOD,"PF-01, Half-storey, Topaz 1 Building, Saigon Pearl 92 Nguyen Huu Canh, Binh Thanh, Ho Chi Minh"
Mobile Developer  Android/ iOS,FULL_TIME,"iOS, UI-UX, Android",MAP TECH,Map Tech ,"số 12, ngõ 14 Duy Tân, Cau Giay, Ha Noi"
"React Native Developer  iOS, Android ",FULL_TIME,"React Native, Android, iOS",ATI JSC,Sáng tạo với giải pháp đột phá,"MB Bank 63 Lê Văn Lương, HN , Cau Giay, Ha Noi"
Senior Front-End ReactJS/NodeJS,FULL_TIME,"ReactJS, AngularJS, NodeJS",Sioux High Tech Software,We bring high-tech to life together with a team of driven engineers!,"122 2/9, Hai Chau, Da Nang"
React Native Developer,FULL_TIME,"React Native, Android, iOS",WHITE PIXEL,Singapore-based mobile apps studio,"10 Phan Dinh Giot, Tan Binh, Ho Chi Minh"
FrontEnd DevAngular,FULL_TIME,"Angular, HTML5",CEL Consulting,Supply Chain & Operations in Emerging Markets,"24C Phan Đăng Lưu, Binh Thanh, Ho Chi Minh"
Mid-Level Front End Devs ReactJS ,FULL_TIME,"VueJS, JQuery, Angular", Eastgate Software,"Eastgate Software, a Global Fortune 500 Strategic Partner","11 Thai Ha, Dong Da, Ha Noi"
"Automation Tester QA QC, English",FULL_TIME,"QA QC, English, Tester", Eastgate Software,"Eastgate Software, a Global Fortune 500 Strategic Partner","11 Thai Ha, Dong Da, Ha Noi"
"Game Server Engineer C#/Java, AWS",FULL_TIME,"Java, Games, AWS",Gear Inc.,Where Work is Play!,"125 Minh Khai, Hai Ba Trung, Ha Noi"
"Application Specialist Java, Oracle",FULL_TIME,"Java, System Engineer, Oracle",CYBERBEAT PTE. LTD.,"CYBERBEAT brings extensive knowledge, experience and expertise in the banking and payment domains.","21 Nguyễn Trung Ngạn, Bến Nghé, Quận 1, Hồ Chí Minh, District 1, Ho Chi Minh"
Senior Odoo Developer ERP,FULL_TIME,"ERP, Python, JavaScript",Thuocsi.vn,Our mission is to make it easy for pharmacies to research and order products.,"248A No Trang Long, Ward 12, Binh Thanh District, HCMC, District 10, Ho Chi Minh"
Senior Backend Devs Node JS/JavaScript,FULL_TIME,"NodeJS, JavaScript, AWS",ROXWIN,We are a full service digital studio.,"L4, A, Song Da Tower, Nam Tu Liem District, Hanoi, Nam Tu Liem, Ha Noi"
DevOps,FULL_TIME,"DevOps, Linux, NodeJS",ABIVIN,Big Data Analytics & Optimization Software,"12th floor, HCMCC Building - 381 Doi Can, Ba Dinh, Ha Noi"
Business Analyst,FULL_TIME,"Business Analyst, QA QC",ABIVIN,Big Data Analytics & Optimization Software,"12th floor, HCMCC Building - 381 Doi Can, Ba Dinh, Ha Noi"
Business Intelligence Analyst Remote,FULL_TIME,"Business Analyst, Python, Database",Hexience,Hexience Systems Limited,"Remote, Not Available, Ha Noi"
Senior PHP Developer Laravel Upto2000,FULL_TIME,"PHP, Laravel",Beetsoft,"""Be Excellent Together”","Tầng 6, Tòa Nhà Mitec, KĐT mới Cầu Giấy, Cau Giay, Ha Noi"
"Junior Developer Linux,SQL,JavaScript",FULL_TIME,"Linux, MySQL, JavaScript",Officience,A French outsourcing services specialist in Vietnam,"F-Central, 16A Le Hong Phong, ward 12, District 10, Ho Chi Minh"
"Java Developer Spring, OOP",FULL_TIME,"Java, OOP, Spring","FOMAN., JSC","Công ty CP hệ thống thông tin thiết bị FOMAN (FOMAN., Jsc)","Số 5-322/106 đường Mỹ Đình, Mỹ Đình, Nam Tu Liem, Ha Noi"
".NET Developer ASP.NET, OOP",FULL_TIME,".NET, OOP, ASP.NET","FOMAN., JSC","Công ty CP hệ thống thông tin thiết bị FOMAN (FOMAN., Jsc)","Số 5-322/106 đường Mỹ Đình, Mỹ Đình, Nam Tu Liem, Ha Noi"
"Senior Java Web Developer Spring, MVC",FULL_TIME,"Java, MVC, Spring",MIGI Technology,MIGI Technology Co. Ltd.,"Số nhà 19, ngách 1/37 phố Văn Hội, Phường Đức Thắng, Nam Tu Liem, Ha Noi"
"Java Developer OOP, Spring",FULL_TIME,"Java, OOP, Spring",Hiwin Technology,Hiwin Technology,"Tầng 4, tòa nhà Vietcom, số 18 Nguyễn Chí Thanh, Ba Dinh, Ha Noi"
"Junior Java Developer - UP TO 1,000",FULL_TIME,"Java, OOP, Spring",Dr.JOY,Tạo nền tảng liên lạc giao tiếp nhằm góp phần nâng cao hiệu quả và tính an toàn y tế.,"Zone 3 và Zone 4, Tầng 16, tòa nhà Văn phòng 789, số 147 đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cau Giay, Ha Noi"
"Web Server Engineer Python, JavaScript",FULL_TIME,"JavaScript, Python, Django",Gear Inc.,Where Work is Play!,"125 Minh Khai, Hai Ba Trung, Ha Noi"
Senior Software Engineer Nodejs,FULL_TIME,"NodeJS, JavaScript",Pizza Hut Digital Ventures,Pizza Hut Digital Ventures,"Waseco Building - 10 Pho Quang Street, Ward 02, Tan Binh District, Ho Chi Minh, Tan Binh, Ho Chi Minh"
"Java,J2EE/Webservices/ESB/Mobile Banking",FULL_TIME,"Java, Android, iOS",PVcomBank,Ngân Hàng TMCP Đại Chúng Việt Nam,"22 Ngô Quyền, Hoan Kiem, Ha Noi"
"Unity Games Developer up to 1,500",FULL_TIME,"Unity, Games, Android",EyeClick,EyeClick,"628 Toong Oxygen -  628C Hanoi Highway, An Phú, District 2, Ho Chi Minh"
IoT Embedded System Engineer,FULL_TIME,"System Engineer, C++, Embedded",SkyLab, SkyLab believes in the connectivity and network of things,"208 Nguyen Trai, District 1, Ho Chi Minh"
"Automation Tester Selenium, Jenkins",FULL_TIME,"Tester, Python, JavaScript",Tap Hospitality Vietnam,Tap is a hotel-specific solution vendor. Establishment in 1987 in Japan,"5th Floor, TechnoSoft Building, 15/8 Duy Tan Str, Cau Giay, Ha Noi"
QC Manager,FULL_TIME,"Manager, Tester, QA QC",DEVBLOCK VIETNAM,DevBlock is a software development agency comprised of high experienced engineers & project managers,"7th Floor, TTC Building, 253 Hoang Van Thu Street, Tan Binh, Ho Chi Minh"
